"internal_taxon_id","Name_submitted","family","genus","species.correct","taxon.rank","life.form.reflora","habitat.reflora","vegetation.type.reflora","ordem.spp","establishment","habito","life.form","MaxHeight","GF","wsg","ecol.group","SeedMass_g","dispersal.syndrome","str.match","GL","DBH","p.est","p.ci","N","dbh.crit","p"
"sp71","Agarista minensis","Ericaceae","Agarista","Agarista minensis","species","Arbusto|Árvore","Terrícola","Campo de Altitude",71,"native","tree","Woody tree (Shrub or treelet)",5,"small_tree",0.731,"unknown",0.000946566666666667,NA,"unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp72","Agarista niederleinii","Ericaceae","Agarista","Agarista niederleinii","species","Arbusto|Árvore","Terrícola","Campo de Altitude",72,"native","tree","Woody tree (Tree or shrub)",5,"small_tree",0.731,"unknown",0.000946566666666667,"autochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp73","Agarista oleifolia","Ericaceae","Agarista","Agarista oleifolia","species","Arbusto|Árvore|Subarbusto","Terrícola","Campo de Altitude|Campo rupestre",73,"native","tree","Woody tree (Tree or shrub)",5.9,"small_tree",0.731,"unknown",0.000946566666666667,"autochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp74","Agarista pulchella","Ericaceae","Agarista","Agarista pulchella","species","Arbusto|Subarbusto","Terrícola","Campo de Altitude|Campo rupestre",74,"native","shrub","Woody tree (Shrub or treelet)",3,"large_shrub",0.731,"unknown",0.000946566666666667,"autochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp75","Agarista pulchra","Ericaceae","Agarista","Agarista pulchra","species","Arbusto|Árvore","Terrícola","Campo de Altitude|Campo rupestre",75,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.731,"unknown",0.000946566666666667,"autochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp76","Agarista revoluta","Ericaceae","Agarista","Agarista revoluta","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga",76,"native","tree","Woody tree (Tree or shrub)",6,"small_tree",0.731,"unknown",0.000946566666666667,"autochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp77","Agarista uleana","Ericaceae","Agarista","Agarista uleana","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Vegetação Sobre Afloramentos Rochosos",77,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.731,"unknown",0.000946566666666667,NA,"unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp78","Agonandra brasiliensis","Opiliaceae","Agonandra","Agonandra brasiliensis","species","Árvore","Terrícola","Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta de Várzea|Floresta Estacional Decidual|Floresta Estacional Semidecidual",78,"native","tree","Woody tree (Tree)",16,"large_tree",0.843444444444444,"late_secondary",2.40963855421687,"zoochoric","late_secondary_large_tree",65,15,0.3028,"0.2736-0.3321",NA,NA,NA
"sp79","Agonandra excelsa","Opiliaceae","Agonandra","Agonandra excelsa","species","Arbusto|Árvore","Terrícola","Caatinga (stricto sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",79,"native","tree","Woody tree (Tree)",16.5,"large_tree",0.785,"late_secondary",1.66666666666667,"zoochoric","late_secondary_large_tree",65,15,0.3028,"0.2736-0.3321",49,15,0.326530612244898
"sp80","Agonandra fluminensis","Opiliaceae","Agonandra","Agonandra fluminensis","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",80,"native","tree","Woody tree (Tree or shrub)",5,"small_tree",0.835857142857143,"unknown",2.22911646586345,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp81","Aiouea acarodomatifera","Lauraceae","Aiouea","Aiouea acarodomatifera","species","Arbusto|Árvore","Terrícola","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",81,"native","tree","Woody tree (Tree)",19.2,"large_tree",0.49758,"late_secondary",0.240645161290323,"zoochoric","late_secondary_large_tree",65,15,0.3028,"0.2736-0.3321",44,15,0.477272727272727
"sp82","Aiouea bracteata","Lauraceae","Aiouea","Aiouea bracteata","species","Árvore","Terrícola","Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual",82,"native","tree","Woody tree (Tree or shrub)",19.7,"large_tree",0.49758,"late_secondary",0.240645161290323,"zoochoric","late_secondary_large_tree",65,15,0.3028,"0.2736-0.3321",NA,NA,NA
"sp83","Aiouea glaziovii","Lauraceae","Aiouea","Aiouea glaziovii","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",83,"native","tree","Woody tree (Tree)",28.9,"large_tree",0.61195,"climax",0.161290322580645,"zoochoric","climax_large_tree",80,20,0.2588,"0.1874-0.3332",NA,NA,NA
"sp84","Aiouea hirsuta","Lauraceae","Aiouea","Aiouea hirsuta","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",84,"native","tree","Woody tree (Tree)",11.6,"small_tree",0.49758,"late_secondary",0.240645161290323,"zoochoric","late_secondary_small_tree",50,9,0.4143,"0.3494-0.4792",1,9,1
"sp85","Aiouea laevis","Lauraceae","Aiouea","Aiouea laevis","species","Árvore","Terrícola","Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)|Restinga",85,"native","tree","Woody tree (Tree)",15,"large_tree",0.49758,"unknown",0.240645161290323,"zoochoric","unknown_large_tree",60,12.5,0.416,"0.3966-0.4353",NA,NA,NA
"sp86","Aiouea montana","Lauraceae","Aiouea","Aiouea montana","species",NA,NA,NA,86,"native","tree","Woody tree (Tree)",NA,"tree_unknown",0.49758,"unknown",0.240645161290323,"zoochoric","unknown_tree_unknown",50,10,0.454,"0.4362-0.4718",NA,NA,NA
"sp87","Aiouea rubrinervia","Lauraceae","Aiouea","Aiouea rubrinervia","species","Árvore","Terrícola",NA,87,"native","tree","Woody tree (Tree)",8,"small_tree",0.49758,"unknown",0.240645161290323,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp88","Aiouea saligna","Lauraceae","Aiouea","Aiouea saligna","species","Árvore","Terrícola","Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga",88,"native","tree","Woody tree (Tree)",23.5,"large_tree",0.447,"late_secondary",0.32,"zoochoric","late_secondary_large_tree",65,15,0.3028,"0.2736-0.3321",51,15,0.490196078431373
"sp89","Aiouea trinervis","Lauraceae","Aiouea","Aiouea trinervis","species","Arbusto|Árvore","Terrícola","Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",89,"native","tree","Woody tree (Tree or shrub)",7.216,"small_tree",0.49758,"unknown",0.240645161290323,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp90","Aiphanes horrida","Arecaceae","Aiphanes","Aiphanes horrida","species","Palmeira","Terrícola","Floresta de Terra Firme|Savana Amazônica",90,"native","tree","Solitary palm",7,"small_tree",0.625697674418605,"unknown",0.9127,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp91","Akrosida macrophylla","Malvaceae","Akrosida","Akrosida macrophylla","species","Arbusto|Árvore","Terrícola","Área Antrópica|Floresta Ombrófila (= Floresta Pluvial)",91,"native","tree","Woody tree (Tree)",NA,"tree_unknown",0.431993485211382,"unknown",NA,NA,"unknown_tree_unknown",50,10,0.454,"0.4362-0.4718",NA,NA,NA
"sp92","Alatococcus siqueirae","Sapindaceae","Alatococcus","Alatococcus siqueirae","species","Árvore","Terrícola","Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)",92,"native","tree","Woody tree (Tree)",19,"large_tree",0.682284970081967,"unknown",NA,NA,"unknown_large_tree",60,12.5,0.416,"0.3966-0.4353",NA,NA,NA
"sp93","Albertinia brasiliensis","Asteraceae","Albertinia","Albertinia brasiliensis","species","Arbusto","Terrícola","Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual",93,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.530140647804348,"unknown",NA,NA,"unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp94","Albizia burkartiana","Fabaceae","Albizia","Albizia burkartiana","species","Árvore","Terrícola","Floresta Estacional Semidecidual",94,"native","tree","Woody tree (Tree)",10,"small_tree",0.558642857142857,"unknown",0.171002693152845,NA,"unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp95","Albizia duckeana","Fabaceae","Albizia","Albizia duckeana","species","Árvore","Terrícola","Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)",95,"native","tree","Woody tree (Tree)",45,"large_tree",0.495,"unknown",0.171002693152845,NA,"unknown_large_tree",60,12.5,0.416,"0.3966-0.4353",NA,NA,NA
"sp96","Albizia edwallii","Fabaceae","Albizia","Albizia edwallii","species","Árvore","Terrícola","Floresta Estacional Decidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",96,"native","tree","Woody tree (Tree)",28.6,"large_tree",0.558642857142857,"early_secondary",0.0387807337314822,"anemochoric|autochoric","early_secondary_large_tree",50,12.5,0.4485,"0.4152-0.4817",NA,NA,NA
"sp97","Albizia inundata","Fabaceae","Albizia","Albizia inundata","species","Árvore","Terrícola","Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Semidecidual",97,"native","tree","Woody tree (Tree)",16.7,"large_tree",0.582,"early_secondary",0.589149152808989,"autochoric","early_secondary_large_tree",50,12.5,0.4485,"0.4152-0.4817",NA,NA,NA
"sp98","Albizia niopoides","Fabaceae","Albizia","Albizia niopoides","species",NA,NA,"Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",98,"native","tree","Woody tree (Tree)",19.477,"large_tree",0.576,"early_secondary",0.0268518518518519,"anemochoric|autochoric","early_secondary_large_tree",50,12.5,0.4485,"0.4152-0.4817",19,12.5,0.842105263157895
"sp99","Albizia pedicellaris","Fabaceae","Albizia","Albizia pedicellaris","species","Árvore","Terrícola","Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)",99,"native","tree","Woody tree (Tree)",40,"large_tree",0.512142857142857,"late_secondary",0.0285714285714286,"zoochoric","late_secondary_large_tree",65,15,0.3028,"0.2736-0.3321",179,15,0.70391061452514
"sp100","Albizia polycephala","Fabaceae","Albizia","Albizia polycephala","species","Árvore","Terrícola","Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",100,"native","tree","Woody tree (Tree)",25,"large_tree",0.604,"early_secondary",0.0390625,"anemochoric","early_secondary_large_tree",50,12.5,0.4485,"0.4152-0.4817",19,12.5,0.736842105263158
"sp101","Alchornea castaneifolia","Euphorbiaceae","Alchornea","Alchornea castaneifolia","species","Arbusto|Árvore","Terrícola","Caatinga (stricto sensu)|Campo de Várzea|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Igapó",101,"native","tree","Woody tree (Tree or shrub)",5.8,"small_tree",0.34,"pioneer",0.0388555033296018,"zoochoric","pioneer_small_tree",20,7,0.6125,"0.4731-0.7518",NA,NA,NA
"sp102","Alchornea discolor","Euphorbiaceae","Alchornea","Alchornea discolor","species","Arbusto|Árvore","Terrícola","Campinarana|Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Igapó|Floresta de Terra Firme|Floresta de Várzea|Savana Amazônica",102,"native","tree","Woody tree (Tree)",21.4,"large_tree",0.4225,"pioneer",0.0666666666666667,"zoochoric","pioneer_large_tree",30,10,0.5931,"0.5224-0.6637",NA,NA,NA
"sp103","Alchornea glandulosa","Euphorbiaceae","Alchornea","Alchornea glandulosa","species","Arbusto|Árvore",NA,"Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)|Restinga",103,"native","tree","Woody tree (Tree)",25,"large_tree",0.387385834,"pioneer",0.0326641031410256,"zoochoric","pioneer_large_tree",30,10,0.5931,"0.5224-0.6637",179,10,0.675977653631285
"sp104","Alchornea sidifolia","Euphorbiaceae","Alchornea","Alchornea sidifolia","species","Árvore","Terrícola","Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Ombrófila (= Floresta Pluvial)",104,"native","tree","Woody tree (Tree)",29.8,"large_tree",0.325,"early_secondary",0.01448235,"zoochoric","early_secondary_large_tree",50,12.5,0.4485,"0.4152-0.4817",NA,NA,NA
"sp105","Alchornea triplinervia","Euphorbiaceae","Alchornea","Alchornea triplinervia","species","Arbusto|Árvore|Liana/volúvel/trepadeira","Terrícola","Caatinga (stricto sensu)|Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta de Várzea|Floresta Ombrófila (= Floresta Pluvial)|Restinga|Savana Amazônica",105,"native","tree","Woody tree (Tree)",30.2,"large_tree",0.424935594538462,"early_secondary",0.058980838018018,"zoochoric","early_secondary_large_tree",50,12.5,0.4485,"0.4152-0.4817",785,12.5,0.656050955414013
"sp106","Algernonia bahiensis","Euphorbiaceae","Algernonia","Algernonia bahiensis","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",106,"native","tree","Woody tree (Tree)",7,"small_tree",0.497855754192913,"unknown",NA,"autochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp107","Algernonia brasiliensis","Euphorbiaceae","Algernonia","Algernonia brasiliensis","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",107,"native","tree","Woody tree (Tree)",9,"small_tree",0.497855754192913,"unknown",NA,"autochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp108","Algernonia dimitrii","Euphorbiaceae","Algernonia","Algernonia dimitrii","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",108,"native","shrub","Woody tree (Tree or shrub)",4,"large_shrub",0.497855754192913,"unknown",NA,"autochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp109","Algernonia gibbosa","Euphorbiaceae","Algernonia","Algernonia gibbosa","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",109,"native","tree","Woody tree (Tree)",5,"small_tree",0.497855754192913,"unknown",NA,"autochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp110","Algernonia glazioui","Euphorbiaceae","Algernonia","Algernonia glazioui","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",110,"native","tree","Woody tree (Tree)",5,"small_tree",0.497855754192913,"unknown",NA,"autochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp111","Algernonia kuhlmannii","Euphorbiaceae","Algernonia","Algernonia kuhlmannii","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",111,"native","tree","Woody tree (Tree)",6,"small_tree",0.497855754192913,"unknown",NA,"autochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp112","Algernonia leandrii","Euphorbiaceae","Algernonia","Algernonia leandrii","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga",112,"native","tree","Woody tree (Tree)",12,"small_tree",0.497855754192913,"late_secondary",NA,"autochoric","late_secondary_small_tree",50,9,0.4143,"0.3494-0.4792",2,9,1
"sp113","Algernonia obovata","Euphorbiaceae","Algernonia","Algernonia obovata","species","Árvore","Terrícola","Campo de Altitude|Floresta Ombrófila (= Floresta Pluvial)|Restinga",113,"native","tree","Woody tree (Tree or shrub)",10.3,"small_tree",0.497855754192913,"unknown",NA,"autochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp114","Algernonia pardina","Euphorbiaceae","Algernonia","Algernonia pardina","species",NA,NA,NA,114,"native","tree","Woody tree (Tree)",6,"small_tree",0.497855754192913,"unknown",NA,"autochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp115","Algernonia paulae","Euphorbiaceae","Algernonia","Algernonia paulae","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",115,"native","tree","Woody tree (Tree)",6,"small_tree",0.497855754192913,"unknown",NA,"autochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp116","Algernonia riedelii","Euphorbiaceae","Algernonia","Algernonia riedelii","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",116,"native","tree","Woody tree (Tree)",11.3,"small_tree",0.497855754192913,"unknown",NA,"autochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp117","Algrizea minor","Myrtaceae","Algrizea","Algrizea minor","species","Arbusto","Terrícola","Caatinga (stricto sensu)|Campo rupestre|Carrasco|Cerrado (lato sensu)",117,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.741152602841945,"unknown",NA,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp118","Alibertia baiana","Rubiaceae","Alibertia","Alibertia baiana","species",NA,NA,NA,118,"native","tree","Woody tree (Tree)",11,"small_tree",0.668,"unknown",0.219479253523923,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp119","Alibertia edulis","Rubiaceae","Alibertia","Alibertia edulis","species","Arbusto","Terrícola","Campinarana|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Savana Amazônica",119,"native","tree","Woody tree (Tree)",9.86,"small_tree",0.6525,"early_secondary",0.226849066904904,"zoochoric","early_secondary_small_tree",40,8,0.4661,"0.3827-0.5495",NA,NA,NA
"sp120","Allagoptera campestris","Arecaceae","Allagoptera","Allagoptera campestris","species","Palmeira","Terrícola","Campo rupestre|Cerrado (lato sensu)",120,"native","shrub","Palm or palmoid",NA,"large_shrub",0.6,"unknown",4,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp121","Allagoptera caudescens","Arecaceae","Allagoptera","Allagoptera caudescens","species","Palmeira","Terrícola","Área Antrópica|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)",121,"native","tree","Solitary palm",14,"small_tree",0.6,"early_secondary",4,"zoochoric","early_secondary_small_tree",40,8,0.4661,"0.3827-0.5495",2,8,1
"sp122","Allamanda blanchetii","Apocynaceae","Allamanda","Allamanda blanchetii","species","Arbusto","Terrícola","Caatinga (stricto sensu)|Carrasco",122,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.659703840354369,"unknown",0.0208333333333333,"anemochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp123","Allophylus dioicus","Sapindaceae","Allophylus","Allophylus dioicus","species","Arbusto|Árvore","Terrícola","Floresta de Terra Firme|Floresta de Várzea|Floresta Ombrófila (= Floresta Pluvial)",123,"native","tree","Woody tree (Tree)",17,"large_tree",0.555473684210526,"unknown",0.0857344414504336,"zoochoric","unknown_large_tree",60,12.5,0.416,"0.3966-0.4353",NA,NA,NA
"sp124","Allophylus edulis","Sapindaceae","Allophylus","Allophylus edulis","species","Arbusto|Árvore","Terrícola","Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",124,"native","tree","Woody tree (Tree)",18.975,"large_tree",0.57725,"early_secondary",0.0659114593802345,"zoochoric","early_secondary_large_tree",50,12.5,0.4485,"0.4152-0.4817",18,12.5,0.166666666666667
