family,scientific.name,life.form,status,number of records,vouchers
Fabaceae,Chloroleucon mangense (Jacq.) Britton & Rose,tree,no records found but cited in BF.2020,350,"Bertero, C.L.G., s.n. (MO 2752795); Breedlove, D.E., s.n. (TEX 00252097); Disponible, N., s.n. (CICY 51905); Duno, R., s.n. (CICY 62150); Duno, R., s.n. (CICY 64368); Flores, J.S., s.n. (CICY 21759); Flores, J.S., s.n. (CICY 21766); Gaumer, G.F., s.n. (MA 1-00263988); Gaumer, G.F., s.n. (MA 1-00263989); Handro, O., s.n. (SP 44448); Langlasse, E., 687 (US 385639); Martinez, E.M., s.n. (CICY 62308); Medina, L.A., s.n. (CICY 21769); Pittier, H.F., 8820 (NY 334625, US 1065245); Primo, L.M., s.n. (UFP 36947); Puch, A., s.n. (CICY 22970); Purpus, C.A., 8717 (NY 329607, US 1169660); Record, S.J., H59 (NY 1983); Rose, J.N., 13041 (NY 1985, US 635861); Sanders, A.C., s.n. (TEX 00252196); Sima, P., s.n. (CICY 21764); Spruce, R., 4185 (B 1210); Spruce, R., 4185 (K 201100); Spruce, R., s.n. (G 271060/1); Spruce, R., s.n. (G 271060/2); Stauning, O., s.n. (CICY 27341); Swartz, O.(., s.n. (BM 952446); Triana, J.J., 4481 (NY 1987, US 939711); Ucan, E., s.n. (CICY 21757); Zizumbo, D., s.n. (CICY 429)"
Fabaceae,Copaifera coriacea Mart.,tree,probable occurrence in the AF,134,"Blanchet, 3091 (RB 539537); Blanchet, J.S., 2881 (F 76487); Blanchet, J.S., 2881 (K 57296); Blanchet, J.S., 2881 (K 57298); Blanchet, J.S., 2881 (K 57300); Blanchet, J.S., 2881 (NY 470812); Blanchet, J.S., 3091 (B 1512); Blanchet, J.S., 3091 (F 76488); Blanchet, J.S., 3091 (F 76489); Blanchet, J.S., 3091 (RB 16877); Castellanos, A., 529 (NY 2063021); Cavalcante, P.B., 433 (INPA 11999, MG 022794); Fotius, G., 3732 (HST 18198, HTSA 404, HUEFS 164026); Fotius, G., 4061 (HST 18203, HTSA 748, HUEFS 164025); Gardner, G., 2090 (K 57293, K 57299, NY 470816); Heringer, E.P., 2966 (US 2965243); Heringer, E.P., 4156 (US 2928614); Heringer, E.P., 946 (SP 200512, US 2940793); Labouriau, L., 1243 (SP 77593); Martius, C.F.P(no. Obs. ), s.n. (MSB 215233/ 636289 / 293298); Martius, C.F.P., s.n. (MSB 215234/ 636290 / 293299); Martius, C.F.P., s.n. (MSB 215235/ 636291 / 293300); Mayo, S.J., 19147 (K 57287); Pennington, T., 315 (K 57291); Prance, G.T., 28514 (MO 3248324); Queiroz, L.P, 7419 (HUEFS 64298, MBM 283620, UFRN 1656); Rocha, P., 5 (K 57155); Taylor, E.L., 1041 (MO 100243430, MO 3248493); Taylor, E.L., 1252 (MG 114080, MO 3248675); Ule, E., 7432 (K 57320)"
Fabaceae,Copaifera malmei Harms,shrub,probable occurrence in the AF,46,"Costa, J., 409 (HUEFS 73944); Costa, J., 412 (HUEFS 73947, RB 436493); Hatschbach, G.G., 31973 (ESA 78745, MBM 25608, NY 2063126, NY 2063127, NY 2063128); Heringer, E.P., 12156 (UB 76738); Heringer, E.P., 15503 (K 858685, RB 539527, RB 585708, US 2937948); Kirkbride, J.H., 3288 (K 834254); Lima, I.V., 519 (HEPH 10879); Lima, J.PS., 132 (RB 142188, RB 204289); Malme, G.O.A., 1344 (B 1515, BM 812067, F 76493F, F 76494F, F 76495F, HUEFS 89849, R 2551, S 14-45416, S 14-45419, S 8685, US 1194784); Pott, ., 62298 (K 834255); Schaller, G., 149 (NY 1921622)"
Fabaceae,Copaifera sabulicola J.Costa & L.P.Queiroz,tree,probable occurrence in the AF,29,"Alvarenga, D., 1032 (NY 470921); Alves, L.J., 40 (HUEFS 173241); Cardoso, D., 594 (HUEFS 96983); Carvalho-Sobrinho, J.G, 707 (HUEFS 102870); Ceolin, L.M., 1041 (BRBA 2625, HURB 20779); Ceolin, L.M., 1062 (BRBA 2634); Collares, J.E.R., 137 (HRB 14238, K 57350, NY 470928); Costa, J., 1357 (HUEFS 114997, NY 1144317); Costa, J., 418 (HUEFS 73953); Franca, F., 3570 (HUEFS 54595); Ganev, W., 3155 (HUEFS 17198, K 834416, NY 573314, SPF 119883); Harley, R.M., 21886 (CEPEC 28363, E 181058, K 57342, NY 470925); Irwin, H.S., 14878 (NY 470853); Machado, J.W.B., 315 (K 57148, UB 127788); Melo, E., 3239 (HUEFS 42584); Melo, E., 3241 (HUEFS 42586); Mendonca, R.C., 3223 (NY 470923); Miranda, E.B., 771 (HUEFS 94489); Mori, S.A., 13117 (NY 470895); Paula-Souza, J., 9272 (SPF 188399); Queiroz, L.P., 4070 (CEPEC 68008, HUEFS 18499, IPA 59210, K 57146, K 57147, MBM 186257, MBM 215338, NY 470824); Queiroz, L.P., 4107 (CEPEC 130962, HUEFS 18536, K 57143, MBM 401337, NY 1551193, RB 501898); Sano, P.T., s.n. (NY 2063007); Silva, G.P., 3172 (HUEFS 100252, TEPB 20382); Silva, M.A., 3504 (NY 470922); Souza, E.R., 574 (CESJ 62104, HUEFS 169918, UEC 159200, UFG 46727); Souza, I.M., 486 (HUEFS 243582); Souza, V.C., 40875 (ESA 140015); Vieira, R.F., 1132 (CEN 16857, HEPH 9150, HUEFS 48860, NY 470926)"
Fabaceae,Coursetia hassleri Chodat,shrub,probable occurrence in the AF,60,"Benjamini, D., s.n. (SI 422526); Fortunato, R.H., s.n. (BAB 118302); Fortunato, R.H., s.n. (BAB 118966); Fortunato, R.H., s.n. (SI 118302); Fortunato, R.H., s.n. (SI 118966); Hassler, E., 7391 (F 59060); Hassler, E., 7391 (NY 6562); Hassler, E., 8364 (NY 6561); Hassler, E., s.n. (G 297481/1); Hassler, E., s.n. (G 297481/2); Hassler, E., s.n. (G 297481/3); Hassler, E., s.n. (G 297481/4); Hassler, E., s.n. (G 297483/1); Hassler, E., s.n. (G 297483/2); Hassler, E., s.n. (G 297483/3); Hatschbach, G., 49079 (RB 253489); Hatschbach, G., 60969 (MBM 167105); Hoehne, F.C., 2628 (R 3477); Hoehne, F.C., 2629 (R 23789); Hoehne, F.C., 2640 (R 20284); Hunziker, J.H., s.n. (SI 126462); Morrone, O., s.n. (SI 4219); Nee, M.H., 37134 (MO 1531059); Nee, M.H., 37787 (MO 1525493); Nee, M.H., 51253 (MO 1522143); Resende, U.M., 512 (CGMS 3903); Rojas, T., s.n. (SI 77373); Sartori, A.L.B., 2024 (CGMS 68088); Scremin-Dias, E., 223 (CGMS 5000); Zuloaga, F.O., s.n. (SI 411645)"
Fabaceae,Cynometra bauhiniaefolia Benth.,tree,probable occurrence in the AF,88,"Ducke, A., s.n. (RB 16896); Ferreira, C.A.C., 2014 (INPA 96253, MG 077543, MO 3247199, NY 1161667, RB 355876); Schomburgk, 231 (BM 952256, MO 3248446, US 702594); Schomburgk, 231 (F 57757); Schomburgk, 231 (F 57758); Schomburgk, 231 (F 57759); Schomburgk, R., s.n. (HBG 520051); Schomburgk, R.H., 241 (US 702597); Schomburgk, R.H., s.n. (P 2927350)"
Fabaceae,Dalbergia catingicola Harms,tree,probable occurrence in the AF,18,"Carvalho, F.A., 2362 (K 207183); Dourado, A.C.P., 3 (HUEFS 207691, HUESB 9514); Duarte, H.P., 9541 (CEPEC 23151, K 207176, K 207177, NY 586095, RB 130163); Garcia, F.C.P., 73 (K 207186, RB 306300); Lewis, G.P., 980 (CEPEC 30194, K 207184, MBM 83411, NY 586094, RB 230030); Mattos-Silva, L.A., 2849 (CEPEC 45146); Mattos Silva, L.A., 2849 (HRB 32133, IPA 56567, K 207185); Mattos, L.A., 2849 (MBM 203386); Nascimento, L.M., s.n. (RB 355060); Pinto, G., 117/81 (MG 126296, RB 208157); Pinto, G.C.P., 117 (CEPEC 26143, CEPEC 42184, HRB 2893); Queiroz, L.P, 10946 (HUEFS 101088); Ramalho, F.B., 54 (HST 3743, HUEFS 211791, RB 516698); Silva, A.G., 360 (PEUFR 35149, RB 355061); Ule, E., 7280 (G 365122, HBG 520016, HUEFS 99886); Ule, E., 7280 (K 207187); Ule, E.H.G., 7280 (B 2264); Ule, E.H.G., s.n. (G 272387/1)"
Fabaceae,Dimorphandra wilsonii Rizzini,tree,no records found but cited in BF.2020,3,"Fernandes, F.M., 193 (BHZB 4397); Mattos Filho A., 1632 (RB 407095); Rizzini, C.T., s.n. (RB 138949)"
Fabaceae,Erythrina ulei Harms,tree,probable occurrence in the AF,100,"Belem, R.P., s.n. (RB 152735); Dodson, C.H., 14982 (MO 3191880); Dodson, C.H., 14982 (MO 3192182); Ducke, A., 10523 (F 59282F, K 502768, MO 3100142, S 9685, US 1442386); Ducke, A., s.n. (B 2379); Ducke, A., s.n. (K 930993); Ducke, A., s.n. (RB 10523); Ducke, A., s.n. (RB 17253); Ducke, W.A., 10523 (NY 8010); Ducke, W.A., 10523 (NY 8018); Ducke, W.A., s.n. (R 14004); Ducke, W.A., s.n. (R 43635); Heringer, E.P., s.n. (MG 83766); Klitgaard, B.B., s.n. (AAU 291); Klitgaard, B.B., s.n. (AAU 614); Krukoff, B.A., 1067 (K 930994); Krukoff, B.A., 4599 (K 930995); Krukoff, B.A., 4599 (US 9113); Lima, H.C., s.n. (MG 225288); Lima, H.C., s.n. (MG 225305); Pires, J.M., s.n. (NY 1058568); Pott, V.J., 3739 (CGMS 6743); Silva, M.G., s.n. (MG 54917); Stehmann, s.n. (RB 378924); Ule, E., 6300 (MG 006169, MO 3187211, MO 3187253, RB 17254); Ule, E., s.n. (HBG 519848); Ule, E., s.n. (MG 6169); Ule, E.H.G., 6300 (B 2376); Ule, E.H.G., 6300 (NY 521212); Ule, E.H.G., 6300 (NY 8009)"
Fabaceae,Erythrostemon calycina (Benth.) L.P.Queiroz,shrub,probable occurrence in the AF,45,"Jardim, 1219 (CEPEC 77013, MO 3233443, NY 595149, US 3594536); Landi, MO., 1219 (K 680590); Lewis, G.P., 1864 (CEPEC 49475, K 55035, K 55036); Lewis, G.P., 2000 (CEPEC 50393, K 55037, K 55039, K 55042, K 55043, K 55044, MBM 147333, MO 3238853, NY 595147); Oliveira, A.C.P., 1444 (HUEFS 198079, HVASF 16879); Pereira, E., 9763 (K 55050, NY 595144, R 116097); Silva, R.A., 1719 (RB 360116); Taylor, N., 26985 (K 55040, K 55041); Wied M., s.n. (BR 6587420)"
Fabaceae,Hydrochorea corymbosa (Rich.) Barneby & J.W.Grimes,tree,probable occurrence in the AF,484,"Bonadeu, F., 361 (INPA 281584); Cid Ferreira, C.A., 3629 (RB 384736); Ducke, A., s.n. (MG 004832); Ducke, A., s.n. (MG 008667); Ducke, A., s.n. (MG 010881); Ducke, A., s.n. (MG 011026); Ducke, A., s.n. (MG 011792); Ducke, A., s.n. (MG 015767); Ducke, A., s.n. (MG 016224); Goeldi, A., s.n. (MG 003931); Hoehne, F.C., 4582 (R 3169); Hoehne, F.C., 4583 (R 205343); Hoehne, F.C., 4584 (R 205344); Hoehne, F.C., 4585 (R 205345); Hoehne, F.C., 4586 (R 205346); Hostmann, F., 262 (US 1690621); Hostmann, F.W., 1190 (BM 952442); Hostmann, F.W., 262 (BM 952440); Hostmann, F.W., 262 (BM 952441); Hostmann, W.R., 262 (MO 2766264); Hostmann, W.R., 262 (NY 334641); Huber, J., s.n. (MG 000764); Irwin, H.S., s.n. (MG 026192); Krukoff, B.A., 6743 (NY 1099086); Krukoff, B.A., 6743 (NY 1099087); Lewis, G.P., 1558 (NY 1099110); Pennington, T.D., 12509 (MBM 249506); Schomburgk, 114 (F 360204); Schomburgk, R.H., s.n. (G 275937/1); Snethlage, E., s.n. (MG 010042)"
Fabaceae,Hymenaea maranhensis Lee & Lang.,tree,probable occurrence in the AF,31,"Alencar, M.E., 559 (HUEFS 42965, UEC 119821); Aracari, M., 3 (PEUFR 13198, PEUFR 25234); Araujo, F.S., 270 (EAC 19396, IPA 53354, PEUFR 13706); Eiten, G., 10460 (K 404284, RB 157729, SP 129228, UB 7943, US 2700202); Eiten, G., 4148 (US 2530213); Fonseca, M.L., 6111 (HUEFS 170248, IBGE 69986); Mileski, E., 379 (HRB 13771, INPA 182401, RB 407447)"
Fabaceae,Hymenaea velutina Ducke,tree,probable occurrence in the AF,128,"Amorim, A.M., 9215 (RB 629987, RB 992228, UPCB 87802); Duarte, A.P., 14176 (RB 164539); Lee, Y.T., 115 (INPA 86200, K 57257, MG 066828, NY 979344, R 138051); Leite, K.R.B, 390 (HUEFS 75503); Lima, D.P., 13242 (HST 4300, HUCPE 602, HUEFS 218467, PEUFR 13222, PEUFR 28432, PEUFR 40829, RB 190614); Lima, L.C.L., 390 (K 834240); Lisboa, A., 2398 (F 93753F, F 93754F, RB 5635, US 1040290); Lisboa, A., s.n. (MG 902398); Mota, N.F.O., 2760 (MG 211453, UEC 188822, UEC 188824); Mota, N.F.O., 3192 (RB 753450); Oliveira, A.C.P., 2208 (HVASF 19224); Pereira, B.A.S., 3218 (IBGE 39888, RB 353467); Ramalho, F.B., 253 (HST 4221, HUCPE 855, PEUFR 13197, RB 325075); Zehntner, 334 (RB 539628, RB 545380, RB 6313); Zehntner, F., 377 (R 69462, RB 539629, RB 6309)"
Fabaceae,"Luetzelburgia harleyi D.B.O.S.Cardoso, L.P.Queiroz & H.C.Lima",tree,probable occurrence in the AF,13,"Cardoso, D., 2076 (ALCB 85079, CEPEC 124816, HUEFS 121370, K 556859, MBM 344104, NY 1085453, RB 474849, SP 406359); Cardoso, D., 2080 (CEPEC 124829, HUEFS 121374, MBM 344105, NY 1085455, RB 474848, SP 406358); Cardoso, D., 2186 (HUEFS 128194, RB 474847); Cardoso, D., 2187 (HUEFS 128195, NY 1085454, RB 474845); Cardoso, D., 2188 (CEPEC 124517, HUEFS 128196, MBM 344103, RB 474844, SP 406357); Cardoso, D., 2189 (HUEFS 128197, RB 474846); Cardoso, D., 2190 (HUEFS 128198, RB 452663); Cardoso, D., 2813 (HUEFS 156859); Cardoso, D., 2815 (ALCB 104819, CEPEC 132876, F 438922F, HRB 59312, HST 19460, HUEFS 156861, INPA 274901, MO 100527834, UB 184324); Cardoso, D., 2816 (HUEFS 156862); Cardoso, D., 4447 (HUEFS 245972); Cardoso, D., s.n. (P 1167683); Harley, R.M., 54037 (HUEFS 47730, NY 1085456, RB 452283, RB 494823)"
Fabaceae,"Luetzelburgia purpurea D.B.O.S.Cardoso, L.P.Queiroz & H.C.Lima",tree,probable occurrence in the AF,34,"Cardoso, D., 1802 (HUEFS 119005, RB 452666); Cardoso, D., 2105 (HUEFS 122125, IPA 90927, NY 1085392, RB 452299, SP 406360); Cardoso, D., 2180 (HUEFS 128188, IPA 90926, NY 1085397, RB 474850); Cardoso, D., s.n. (P 1167679); Cortes, A.L., 2103 (K 556861); Franca, F., 1780 (HUEFS 23351, MBM 240175, SP 339903); Franca, F., 2350 (HUEFS 29693); Queiroz, L.P, 12922 (HUEFS 118419, RB 452667); Queiroz, L.P, 12931 (HUEFS 118428)"
Fabaceae,Machaerium opacum Vogel,tree,probable occurrence in the AF,192,"A.M.Carvalho, J.G.Jardim, F.Juchum, 6409 (K 207082, MBM 243845, NY 603907, US 3594528); Ferreira, R.C., 3 (HCF 1960); Goodland, R.J.A., 491 (MO 3203831); Heringer, E.P., 10612 (F 372178F, F 372179F, UB 42667, US 2667023); Heringer, E.P., 11342 (RB 140509, UB 41473); Heringer, E.P., 3152 (MO 3203923, US 2955288); Heringer, E.P., 3607 (UB 142157, UB 142170); Irwin, H.S., 10496 (F 372182F, NY 982010, US 2630971); Irwin, H.S., 14642 (F 372177F, MO 3208153, NY 603955, US 2630968); Irwin, H.S., 18689 (F 372181F, MO 3207562, NY 748650, US 2642955); Irwin, H.S., 19043 (F 372183F, NY 982060, US 2642953); Irwin, H.S., 34804 (F 372170F, K 909860, MO 3207822, NY 982085, UB 41477, US 2676467, US 2752931); Lopes, M.S., 871 (HUEFS 218595); Martius, C.F.P., s.n. (MSB 234177/ 712627 / 361214); Mattos Silva, L.A., 2489 (K 207029); Maxwell, H., 19043 (K 909845); Monteiro, R.C.B., 99 (HEPH 17769); Mota, G., 456 (MG 172152); Paula-Souza, J., 4669 (ESA 90273); Riedel, 615 (K 909848); Sellow, F., s.n. (P 734126); Sellow, F., s.n. (US 616933); Sellow, s.n. (K 530234); Simon, M.F., 3564 (CEN 108985, HUEFS 251782, HUTO 7622, RB 1408328); Taylor, N., 27018 (K 207028)"
Fabaceae,Mimosa hebecarpa Benth.,tree,probable occurrence in the AF,76,"Fonseca Filho, J., 7635 (K 851157); Furlan, A., 3702 (K 851163); Lleras, E., 18925 (K 851158); Maguire, B., 56941 (NY 933930, UB 39220, US 3024107); Mendonca, R.C., 3663 (IBGE 45222, NY 933507); Ribeiro, D.G., 32 (CEN 88237); Riedel, 430 (K 504856); Silva, J.S., 869 (SPF 229931, UEC 175091)"
Fabaceae,Mimosa lepidophora Rizzini,shrub,probable occurrence in the AF,29,"Bezerra, P., s.n. (EAC 5129); Cardoso, D., 1747 (HUEFS 116581); Del'arco, M.R., s.n. (TEPB 1114); Del'arco, M.R., s.n. (TEPB 1141); Del'arco, M.R., s.n. (TEPB 706); Del'arco, M.R., s.n. (UB 140084); Del'arco, M.R., s.n. (UB 140085); Emperaire, L., 264 (RB 351272); Emperaire, L., 345 (NY 1288113); Fernandes, A., HCDAL9365 (HCDAL 7663, HCDAL 9365); Fernandes, A., s.n. (EAC 6112); Fernandes, A., s.n. (EAC 7663); Fernandes, A., s.n. (EAC 8734); Fernandes, A., s.n. (EAC 9095); Fernandes, A., s.n. (UB 140083); Fernandes, A.G., s.n. (NY 442580); Lemos, J.R., 43 (HST 9040, IPA 58468, PEUFR 28560, UFP 24109); Lemos, J.R., s.n. (EAC 26962); Lima, D.P., 13245 (HST 4303, HUCPE 603, PEUFR 14553, RB 364845); Martins, P., s.n. (EAC 7451); Moura, A.C.A., 232 (JPB 28321); Moura, A.C.A., 244 (JPB 30368); Oliveira, M., 4156 (HUEFS 150235, HVASF 4705); Queiroz, L.P, 7853 (HUEFS 72611); Queiroz, L.P., 10099 (CEN 69047, HUEFS 93095); Ramalho, F.B., 313 (NY 1345872, PEUFR 14617, RB 190630); Ramalho, F.B., 329 (HST 4353, PEUFR 14554, PEUFR 29036, PEUFR 29283, PEUFR 40682); Silva, M.M, 492 (HUEFS 47992, HURB 3304); Sousa, G., 648 (HUEFS 136046)"
Fabaceae,Mimosa neonitens (Benth.) L.M. Borges,shrub,probable occurrence in the AF,4,"Lombardi, s.n. (HRCB 56996); Marcondes Ferreira, W., 1546 (HRCB 27560); Mendes, S., 697 (F 372186F); Souza, V.C., 21168 (SPF 203172)"
Fabaceae,Mimosa nothopteris Barneby,shrub,probable occurrence in the AF,4,"Franca, F., 2840 (CEPEC 82437, MBM 236755); Lewis, G.P., 1074 (CEPEC 29514, HUEFS 76021, K 90700, NY 2940); Lewis, G.P., 1886 (NY 419423); Queiroz, L.P, 3694 (HUEFS 14913)"
Fabaceae,Mimosa pseudosepiaria Harms,shrub,probable occurrence in the AF,25,"Cavalcanti, G., 26 (CEN 45689, HUEFS 47290, K 851293, NY 980735, RB 372517); Cavalvanti, G., 26 (RB 165224); Ciencias, A.B., 181 (IPA 19045); Coelho, M.M., 104 (HVASF 3010); Fotius, G., 3395 (HST 18312, HTSA 439, HUEFS 165198); Hatschbach, G., 56596 (CEPEC 58189, K 90740, MBM 149691, NY 443041, US 3493609); Heringer, E.P., s.n. (NY 1288111); Heringer, E.P., s.n. (R 127405); Heringer, E.P., s.n. (R 127521); Mariano, K.R.S., 72 (HUEFS 132935); Nogueira, P.E., 240 (RB 374876); Passos, L., 389 (CEN 45776, HUEFS 47386, K 851294, NY 1066773, SPF 154651); Passos, L., 46409 (HUNEB 2968); Queiroz, L.P, 10034 (HUEFS 93030, HURB 3339, HURB 4050); Queiroz, L.P, 4777 (HUEFS 25395, IPA 81841); Queiroz, L.P, 4839 (HUEFS 25457, IPA 81839); Queiroz, L.P., s.n. (P 1167646); Ribeiro, W., s.n. (HUEFS 99945); Ribeiro, W., s.n. (SP 329990); Silva, T.R.S., 146 (HUEFS 52652); Simon, M.F., 712 (CEN 78136, HUEFS 117238, UB 186153); Ule, E., 7383 (F 58556F, F 58557F, G 371517, HBG 519387, HUEFS 76028, K 90738, K 90739, MO 2920029); Ule, E.H.G., 7383 (B 1428); Ule, E.H.G., 7383 (NY 1346669); Ule, E.H.G., s.n. (G 277616/1)"
Fabaceae,Mimosa sericantha Benth.,tree,probable occurrence in the AF,88,"Araujo, D., 2023 (HRCB 62125); Baker, R., 6650 (K 90661); Bringel Junior, J.B.A., 888 (CEN 81141); Fonseca, M.L., 513 (NY 443268, UB 140212); Franca, F., 262 (CEN 15970); Gardner, G., 2830 (K 90658); Gardner, G., 2833 (HUEFS 75986, HUEFS 76104, K 90655, K 90656); Hatschbach, G.G., 42029 (MBM 61106, MO 2922293, NY 443271, US 3076545); Miranda, A.M., 5981 (HST 16396, RB 497098); Oliveira, R.C., 584 (HEPH 12861); Pereira, B.A.S., 1711 (NY 936051, RB 386989); Ratter, J.A., 8300 (K 851164, MO 3146375, UB 19140); Simon, M.F., 3423 (CEN 108843, HUEFS 251784, HUTO 7624, RB 1414225); Souza, R., 14811 (K 90657)"
Fabaceae,Mimosa verrucosa Benth.,shrub,probable occurrence in the AF,199,"Andrade-Lima, D., s.n. (ALCB 00699); Blanchet J.S., 2869 (BR 5199471); Blanchet, J.S., 2869 (F 58647); Blanchet, J.S., 2869 (F 58648); Blanchet, J.S., 2869 (HUEFS 75835, HUEFS 75836, HUEFS 75837, K 90714, K 90715, K 90717); Blanchet, J.S., 2869 (MO 2761666); Fernandes, A., s.n. (EAC 16806); Fernandes, A., s.n. (EAC 20354); Fernandes, A., s.n. (EAC 21462); Fernandes, A., s.n. (EAC 2305); Fernandes, A., s.n. (EAC 23355); Fernandes, A., s.n. (EAC 2652); Fernandes, A., s.n. (EAC 3862); Fernandes, A., s.n. (EAC 5646); Fernandes, A., s.n. (EAC 6074); Fernandes, A., s.n. (EAC 6113); Fernandes, A., s.n. (EAC 6581); Fernandes, A., s.n. (EAC 7983); Gardner, G., 2136 (BM 949939, HUEFS 75879, HUEFS 76059, K 90716, K 90718, US 1066717); Gardner, G., 2136 (F 58645); Gardner, G., 2136 (F 58646); Gardner, G., 2136 (NY 3116); Gardner, G., 2136 (NY 3117); Gardner, G., s.n. (P 755974); Gardner, G., s.n. (P 755975); Gardner, G., s.n. (P 755976); Martins, P., s.n. (EAC 11215); Martins, P., s.n. (EAC 8076); Nunes, E., s.n. (EAC 18779); Nunes, E., s.n. (EAC 7763)"
Fabaceae,Moldenhawera brasiliensis Yakovlev,shrub,probable occurrence in the AF,53,"Blanchet, 3416 (IPA 40155); Blanchet, J.S., 3416 (F 57877F, F 57878F, F 57879F, G 371564, G 371595, G 371599); Blanchet, J.S., 3416 (HUEFS 75981, K 56154, K 56155, K 56156); Blanchet, J.S., 3416 (NY 4519); Blanchet, J.S., 3416 (SP 8471); Blanchet, J.S., s.n. (G 277904/1); Blanchet, J.S., s.n. (G 277904/2); Blanchet, J.S., s.n. (G 277904/3); Harley, R., 280 (K 841563); Martinelli, G., 730 (K 55354); Semdeterminador, 1201 (K 55353); Stannard, B., 2843 (K 841564)"
Fabaceae,Muellera laticifera (M.J. Silva et al.) M.J. Silva & A.M.G. Azevedo,tree,probable occurrence in the AF,3,"Arbo, M.M., 5502 (HUEFS 21929, MBM 162045, SPF 83769); Cardoso, D., 3835 (ALCB 132066, HUEFS 239187); Fernandes, A., s.n. (UEC 144831)"
Fabaceae,Muellera leptobotrys M.J. Silva & A.M.G. Azevedo,tree,probable occurrence in the AF,4,"Carvalho-Sobrinho, J.G, 2611 (HUEFS 198040); Franca, F., 1864 (ESA 79325); Mori, S.A., 11226 (K 187516); Queiroz, L.P, 13016 (HUEFS 118513)"
Fabaceae,Muellera nudiflora (Burkart) M.J. Silva & A.M.G. Azevedo,tree,probable occurrence in the AF,22,"Assuncao, V.A., 885 (CGMS 58338, RB 615905); Borrowes, D.B., 23 (K 921628); Faria, S.M., 955 (RB 354375); Fortunato, R.H., s.n. (BAB 114470); Fortunato, R.H., s.n. (FCQ 114472); Fortunato, R.H., s.n. (G 114471); Fortunato, R.H., s.n. (SI 114470); Fortunato, R.H., s.n. (SI 114471); Fortunato, R.H., s.n. (SI 114472); Matos-Alves, F., 431 (CGMS 19961); Meyer, T., 18716 (MO 100503323); Meyer, T., s.n. (SI 51589); Neves, D.M., 1927 (HUEFS 212863); Padilha, D.R.C., 38 (CGMS 31573); Paschoal, 14 (RB 287369); Ratter, J.A., 5952 (COR 2654, K 921625, UEC 143567); Ratter, J.A., 6013 (CPAP 5068); Rego, S.C.A., 6013 (K 921626); Robert, A., 816 (K 921624); Rojas, T., s.n. (SI 78002); Vavrek, M., 007 (MO 100545763); Vicente, M.R., 7 (CGMS 23761, CGMS 23763, UNOP 5359)"
Fabaceae,Ormosia ruddiana Yakovlev,tree,probable occurrence in the AF,2,"Batista, M.L., s.n. (RB 779262); Batista, M.L., s.n. (RB 779263)"
Fabaceae,Pterocarpus santalinoides L'Her. ex DC.,tree,probable occurrence in the AF,355,"Balansa, B., s.n. (P 757191); Balansa, B., s.n. (P 757192); Ducke, A., 8603 (F 361008F, US 1044088); Maguire, B., 41944 (NY 2100147, US 2267428); Morong, T., 379 (BM 931897); Morong, T., 379 (NY 26861); Morong, T., 379 (NY 26862)"
Fabaceae,Senegalia rostrata (Humb. & Bonpl. ex Willd.) Seigler & Ebinger,shrub,probable occurrence in the AF,32,"Anonymous, 1269 (MO 1132154); Belem, R.P., 2233 (NY 2609190); Bonpland, A.J.A., s.n. (P 679346); Bonpland, A.J.A., s.n. (P 756038); Carvalho-Sobrinho, J.G, 1724 (HUEFS 164707); Conceicao, A.A., 2651 (HUEFS 131628); Ducke, A., 16035 (S 10562); Ducke, A., s.n. (MG 016038); Ducke, A., s.n. (MG 016494); Ducke, A., s.n. (MG 16038); Ducke, A., s.n. (MG 16494); Ducke, A., s.n. (P 2272930); Ducke, A., s.n. (P 2272931); Ducke, A., s.n. (RB 10450); Ducke, A., s.n. (RB 188976); Ducke, W.A., 1591 (R 54883); Ducke, W.A., 16038 (BM 901132); Ducke, W.A., 16038 (MO 100912729, R 5523, US 1442412); Ducke, W.A., 16494 (BM 901133); Ducke, W.A., 16494 (R 211392, US 1442411); Froes, R.L., 27052 (R 105360); Fuentes, A.F., 1201 (MO 968998); Guedes, M.L., 14498 (ALCB 82501A); Humboldt, F.W.H.A., s.n. (B 1269); Johnson, C.D., 4539 (MO 1161815); Melo, E., 5588 (HUEFS 137324); Pott, A., 9454 (CGMS 52733); Pott, A., 9455 (CGMS 56555); Queiroz, L.P, 4858 (HRB 41534, HUEFS 25476, MBM 225304, R 222056, UB 128598); Silva, A.S., 98 (HUEFS 176322, NY 2609174, RB 199774)"
Fabaceae,Senna cearensis Afr.Fern.,tree,probable occurrence in the AF,147,"Chaves, E.M.F., 142 (HUEFS 76835, TEPB 18729); Ciencias, A.B., 586 (IPA 19469); Cotarelli, V.M., 961 (HUEFS 223335, HVASF 12288); Fernandes, A., s.n. (EAC 13331); Fernandes, A., s.n. (EAC 8295); Fernandes, A.G., 2737 (NY 1730822, NY 1730823); Martins, P., s.n. (EAC 8079); Martins, P., s.n. (EAC 8119); Queiroz, L.P, 7867 (HUEFS 72625)"
