"GeneralHabitats.GeneralHabitatsSubfield.GeneralHabitatsLookup","GeneralHabitats.GeneralHabitatsSubfield.GeneralHabitatsName","GeneralHabitats.GeneralHabitatsSubfield.majorImportance","GeneralHabitats.GeneralHabitatsSubfield.season","GeneralHabitats.GeneralHabitatsSubfield.suitability","internal_taxon_id"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp179"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp180"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp181"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp181"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp182"
"2.1","Savanna - Dry","","Resident","Suitable","sp182"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp183"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp184"
"2.1","Savanna - Dry","","Resident","Suitable","sp184"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp185"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp185"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp186"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp187"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp187"
"2.1","Savanna - Dry","","Resident","Suitable","sp188"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp188"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp188"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp189"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp190"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp190"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp191"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp192"
"2.1","Savanna - Dry","","Resident","Suitable","sp193"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp193"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp194"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp195"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp196"
"2.1","Savanna - Dry","","Resident","Suitable","sp196"
"4.6","Grassland – Subtropical/tropical seasonally wet/flooded","No","Resident","Marginal","sp196"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp197"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp198"
"2.1","Savanna - Dry","","Resident","Suitable","sp198"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp198"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp199"
"1.7","Forest – Subtropical/tropical mangrove vegetation above high tide level","","Resident","Suitable","sp200"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp200"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp200"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp200"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp201"
"2.1","Savanna - Dry","","Resident","Suitable","sp202"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp202"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp203"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp203"
"2.1","Savanna - Dry","","Resident","Suitable","sp203"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp203"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp203"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp204"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp204"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp205"
"2.1","Savanna - Dry","","Resident","Suitable","sp205"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp206"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp207"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp207"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp208"
"2.1","Savanna - Dry","","Resident","Suitable","sp208"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp209"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp210"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp210"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp211"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp212"
"2.1","Savanna - Dry","","Resident","Suitable","sp213"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp213"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp214"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp215"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp216"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp216"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp216"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp217"
"2.1","Savanna - Dry","","Resident","Suitable","sp217"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp217"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp217"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp218"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp218"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp219"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp219"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp220"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp220"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp220"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp221"
"2.1","Savanna - Dry","","Resident","Suitable","sp221"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp221"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp221"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp222"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp222"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp222"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp223"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp224"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp224"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp224"
"2.1","Savanna - Dry","","Resident","Suitable","sp224"
"2.2","Savanna - Moist","","Resident","Suitable","sp224"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp224"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp224"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp225"
"2.1","Savanna - Dry","","Resident","Suitable","sp225"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp226"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp226"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp227"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp227"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp228"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp228"
"4.7","Grassland – Subtropical/tropical high altitude","No","Resident","Marginal","sp228"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp229"
"2.1","Savanna - Dry","","Resident","Suitable","sp229"
"2.2","Savanna - Moist","","Resident","Suitable","sp229"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp230"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp231"
"2.1","Savanna - Dry","","Resident","Suitable","sp232"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp232"
"2.1","Savanna - Dry","","Resident","Suitable","sp233"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp233"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp233"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp234"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp235"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp235"
"2.1","Savanna - Dry","","Resident","Suitable","sp235"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp236"
"2.1","Savanna - Dry","","Resident","Suitable","sp236"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp237"
"2.1","Savanna - Dry","","Resident","Suitable","sp237"
"2.2","Savanna - Moist","","Resident","Suitable","sp237"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp237"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp238"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp239"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp240"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp240"
"2.1","Savanna - Dry","","Resident","Suitable","sp240"
"2.2","Savanna - Moist","","Resident","Suitable","sp240"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp241"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp242"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp243"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp243"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp244"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","Yes","Resident","Suitable","sp245"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp246"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp246"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp247"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp248"
"2.1","Savanna - Dry","","Resident","Suitable","sp248"
"2.1","Savanna - Dry","","Resident","Suitable","sp249"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp249"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp250"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp251"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp251"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp252"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp253"
"2.1","Savanna - Dry","","Resident","Suitable","sp254"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp254"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp255"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp255"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp256"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp257"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp257"
"1.8","Forest – Subtropical/tropical swamp","Yes","Resident","Suitable","sp258"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp259"
"2.1","Savanna - Dry","","Resident","Suitable","sp259"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp260"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp261"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp262"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp262"
"2.1","Savanna - Dry","","Resident","Suitable","sp262"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp262"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp263"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp263"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp264"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp265"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp266"
"2.1","Savanna - Dry","","Resident","Suitable","sp266"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp267"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp268"
"2.1","Savanna - Dry","","Resident","Suitable","sp268"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp268"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp269"
"2.1","Savanna - Dry","","Resident","Suitable","sp269"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp270"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp270"
"2.1","Savanna - Dry","","Resident","Suitable","sp270"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp270"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp270"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp270"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp271"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp272"
"2.1","Savanna - Dry","","Resident","Suitable","sp272"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp272"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp273"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp274"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp275"
"4.7","Grassland – Subtropical/tropical high altitude","No","Resident","Marginal","sp275"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp276"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp277"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp278"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp278"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp279"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp280"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp280"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp280"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp281"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp282"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp283"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp284"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp285"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp286"
"2.1","Savanna - Dry","","Resident","Suitable","sp286"
