"Research.ResearchSubfield.ResearchLookup","Research.ResearchSubfield.ResearchName","Research.ResearchSubfield.note","internal_taxon_id","Research.ResearchSubfield.note.iucn_rl"
"1.2","Population size, Distribution and Past Trends","Espécie não registrada em nenhum dos mais de 1100 inventários florestais compilados para a Mata Atlântica, portanto sem estimativas de seu tamanho populacional e tendências de declínio. Adicionalmente, a espécie foi registrada em poucas localidades (menos que 10). Provavelmente trata-se de uma espécie que ocorre em baixas densidades na floresta (i.e. espécie rara) ou uma espécie de ocrrência restrita à um tipo de habitat específico e sub-representado nos registros de herbário e inventários florestais compilados","sp417",""
"3.1","Population trends","","sp427",""
"1.3","Life history & ecology","","sp427",""
"1.2","Population size, distribution & trends","","sp427",""
"1.2","Population size, Distribution and Past Trends","Espécie não registrada em nenhum dos mais de 1100 inventários florestais compilados para a Mata Atlântica, portanto sem estimativas de seu tamanho populacional e tendências de declínio. Adicionalmente, a espécie foi registrada em poucas localidades (menos que 10). Provavelmente trata-se de uma espécie que ocorre em baixas densidades na floresta (i.e. espécie rara) ou uma espécie de ocrrência restrita à um tipo de habitat específico e sub-representado nos registros de herbário e inventários florestais compilados","sp457",""
"1.3","Life History and Ecology","Espécie classificada como criticamente ameaçada, porém com pouca ou nenhuma informação sobre sua distribuição, ecologia e história de vida","sp457",""
"1.4","Harvest, Use and Livelihoods","Espécie classificada como criticamente ameaçada, porém sem nenhuma informação sobre usos, colheita e seu papel para a subsistência de populações locais","sp457",""
"1.5","Threats","Espécie classificada como criticamente ameaçada, porém sem nenhuma informação específica sobre as ameaças à manutenção a longo prazo de suas populações na natureza","sp457",""
"2.1","Species Action/Recovery Plan","Estabelecer um Plano de Ação em escala nacional para recuperar as populações da espécie","sp457",""
"1.2","Population size, distribution & trends","","sp459",""
"2.1","Species Action/Recovery Plan","Estabelecer um Plano de Ação em escala nacional para recuperar as populações da espécie","sp460",""
"1.2","Population size, Distribution and Past Trends","Espécie não registrada em nenhum dos mais de 1100 inventários florestais compilados para a Mata Atlântica, portanto sem estimativas de seu tamanho populacional e tendências de declínio. Adicionalmente, a espécie foi registrada em poucas localidades (menos que 10). Provavelmente trata-se de uma espécie que ocorre em baixas densidades na floresta (i.e. espécie rara) ou uma espécie de ocrrência restrita à um tipo de habitat específico e sub-representado nos registros de herbário e inventários florestais compilados","sp483",""
"2.2","Area-based Management Plan","Pesquisa necessária para avaliar a necessidade e viabilidade de manejo in situ das populações naturais da espécie visando a sua conservação","sp483",""
"3.1","Population trends","","sp483",""
"1.3","Life history & ecology","","sp483",""
"1.5","Threats","","sp483",""
"1.6","Actions","Pesquisa é necessária para determinar como mitigar ameaças específicas (e.g. extração ilegal, fogo, espécies invasoras), ou se a reprodução em cativeiro/viveiro é viável","sp483",""
"2.1","Species Action/Recovery Plan","","sp483",""
"1.1","Taxonomy","Espécie conhecida apenas para a localidade onde o espécimen tipo foi coletado e/ou que não tenha sido re-coletado nos últimos 50 anos. Pode se tratar de uma sinônimo de outra espécie que não tenha recebido o tratamento taxonômico necessário. Caso contrário, pode se tratar de uma espécie possivelmente extinta na natureza","sp495",""
"1.2","Population size, Distribution and Past Trends","Espécie não registrada em nenhum dos mais de 1100 inventários florestais compilados para a Mata Atlântica, portanto sem estimativas de seu tamanho populacional e tendências de declínio. Adicionalmente, a espécie foi registrada em poucas localidades (menos que 10). Provavelmente trata-se de uma espécie que ocorre em baixas densidades na floresta (i.e. espécie rara) ou uma espécie de ocrrência restrita à um tipo de habitat específico e sub-representado nos registros de herbário e inventários florestais compilados","sp495",""
"2.1","Species Action/Recovery Plan","Estabelecer um Plano de Ação em escala nacional para recuperar as populações da espécie","sp498",""
"3.1","Population Trends","Espécie com estimativas ou indícios de tamanho populacional pequeno e em declínio ou com tamanho populacionais muito pequenos. Estudos populacionais mais refinados são necessários para melhor estimar qual é o real tamanho populacional da espécie ao longo da sua área de distribuição","sp498",""
"3.2","Harvest level Trends","Espécie com histórico de exploração na Mata Atlântica. Apesar das estimativas do tamanho populacional da espécie estarem disponíveis (baseadas em perda de área florestal), pouco se conhece sobre a intensidade da exploração histórica e de seu impacto no tamanho populacional efetivo da espécie ao longo do tempo. Estudos populacionais mais refinados são necessários para melhor estimar qual a real situação das populacões ao longo da área de distribuição da espécie","sp512",""
"3.3","Trade trends","Espécie de uso comercial comum na Mata Atlântica. Contudo, pouco se conhece sobre o impacto desse uso sobre as populações da espécie","sp512",""
"3.1","Population trends","","sp523",""
"1.6","Actions","Pesquisa é necessária para determinar como mitigar ameaças específicas (e.g. extração ilegal, fogo, espécies invasoras), ou se a reprodução em cativeiro/viveiro é viável","sp523",""
"1.5","Threats","","sp523",""
"1.4","Harvest, use & livelihoods","","sp523",""
"1.3","Life history & ecology","","sp523",""
"1.2","Population size, distribution & trends","","sp523",""
"1.2","Population size, Distribution and Past Trends","Espécie não registrada em nenhum dos mais de 1100 inventários florestais compilados para a Mata Atlântica, portanto sem estimativas de seu tamanho populacional e tendências de declínio. Adicionalmente, a espécie foi registrada em poucas localidades (menos que 10). Provavelmente trata-se de uma espécie que ocorre em baixas densidades na floresta (i.e. espécie rara) ou uma espécie de ocrrência restrita à um tipo de habitat específico e sub-representado nos registros de herbário e inventários florestais compilados","sp534",""
"1.2","Population size, Distribution and Past Trends","Espécie não registrada em nenhum dos mais de 1100 inventários florestais compilados para a Mata Atlântica, portanto sem estimativas de seu tamanho populacional e tendências de declínio. Adicionalmente, a espécie foi registrada em poucas localidades (menos que 10). Provavelmente trata-se de uma espécie que ocorre em baixas densidades na floresta (i.e. espécie rara) ou uma espécie de ocrrência restrita à um tipo de habitat específico e sub-representado nos registros de herbário e inventários florestais compilados","sp540",""
"1.2","Population size, Distribution and Past Trends","Espécie não registrada em nenhum dos mais de 1100 inventários florestais compilados para a Mata Atlântica, portanto sem estimativas de seu tamanho populacional e tendências de declínio. Adicionalmente, a espécie foi registrada em poucas localidades (menos que 10). Provavelmente trata-se de uma espécie que ocorre em baixas densidades na floresta (i.e. espécie rara) ou uma espécie de ocrrência restrita à um tipo de habitat específico e sub-representado nos registros de herbário e inventários florestais compilados","sp548",""
"2.1","Species Action/Recovery Plan","Estabelecer um Plano de Ação em escala nacional para recuperar as populações da espécie","sp562",""
"1.1","Taxonomy","Espécie conhecida apenas para a localidade onde o espécimen tipo foi coletado e/ou que não tenha sido re-coletado nos últimos 50 anos. Pode se tratar de uma sinônimo de outra espécie que não tenha recebido o tratamento taxonômico necessário. Caso contrário, pode se tratar de uma espécie possivelmente extinta na natureza. Existe apenas um registro recente (2018) para a espécie, feito no Monte Cabrão, Santos, São Paulo, Brasil. Esse registro foi feito e identificado por I. Villaça and Mara Magenta, que não são especialistas da família. Assim, esse registro pode ser um erro de identificação, em especial visto que o estudo no qual a espécie foi listada inclui apenas espécies usadas para o consumo de frutos pela população local (provavél confusão com Campomanesia phaea?)","sp566",""
