"GeneralHabitats.GeneralHabitatsSubfield.GeneralHabitatsLookup","GeneralHabitats.GeneralHabitatsSubfield.GeneralHabitatsName","GeneralHabitats.GeneralHabitatsSubfield.majorImportance","GeneralHabitats.GeneralHabitatsSubfield.season","GeneralHabitats.GeneralHabitatsSubfield.suitability","internal_taxon_id"
NA,NA,NA,"resident","Suitable","sp240"
1.6,NA,NA,"resident","Suitable","sp241"
1.6,NA,NA,"resident","Suitable","sp242"
3.5,NA,NA,"resident","Suitable","sp243"
NA,NA,NA,"resident","Suitable","sp243"
1.6,NA,NA,"resident","Suitable","sp244"
1.6,NA,NA,"resident","Suitable","sp245"
1.5,NA,NA,"resident","Suitable","sp246"
1.6,NA,NA,"resident","Suitable","sp246"
NA,NA,NA,"resident","Suitable","sp246"
2.1,NA,NA,"resident","Suitable","sp247"
1.6,NA,NA,"resident","Suitable","sp248"
2.1,NA,NA,"resident","Suitable","sp248"
2.1,NA,NA,"resident","Suitable","sp249"
3.5,NA,NA,"resident","Suitable","sp249"
1.6,NA,NA,"resident","Suitable","sp250"
NA,NA,NA,"resident","Suitable","sp250"
1.6,NA,NA,"resident","Suitable","sp251"
NA,NA,NA,"resident","Suitable","sp251"
NA,NA,NA,"resident","Suitable","sp251"
1.6,NA,NA,"resident","Suitable","sp252"
3.5,NA,NA,"resident","Suitable","sp253"
2.1,NA,NA,"resident","Suitable","sp254"
NA,NA,NA,"resident","Suitable","sp254"
1.5,NA,NA,"resident","Suitable","sp255"
1.6,NA,NA,"resident","Suitable","sp255"
1.6,NA,NA,"resident","Suitable","sp256"
1.6,NA,NA,"resident","Suitable","sp257"
NA,NA,NA,"resident","Suitable","sp257"
NA,NA,NA,"resident","Suitable","sp258"
NA,NA,NA,"resident","Suitable","sp258"
1.6,NA,NA,"resident","Suitable","sp259"
2.1,NA,NA,"resident","Suitable","sp259"
1.6,NA,NA,"resident","Suitable","sp260"
2.1,NA,NA,"resident","Suitable","sp261"
1.5,NA,NA,"resident","Suitable","sp262"
2.1,NA,NA,"resident","Suitable","sp262"
NA,NA,NA,"resident","Suitable","sp262"
NA,NA,NA,"resident","Suitable","sp262"
1.5,NA,NA,"resident","Suitable","sp263"
1.6,NA,NA,"resident","Suitable","sp263"
1.6,NA,NA,"resident","Suitable","sp264"
NA,NA,NA,"resident","Suitable","sp264"
1.6,NA,NA,"resident","Suitable","sp265"
1.6,NA,NA,"resident","Suitable","sp266"
2.1,NA,NA,"resident","Suitable","sp266"
1.6,NA,NA,"resident","Suitable","sp267"
1.6,NA,NA,"resident","Suitable","sp268"
2.1,NA,NA,"resident","Suitable","sp268"
NA,NA,NA,"resident","Suitable","sp268"
NA,NA,NA,"resident","Suitable","sp268"
1.6,NA,NA,"resident","Suitable","sp269"
2.1,NA,NA,"resident","Suitable","sp269"
1.5,NA,NA,"resident","Suitable","sp270"
1.6,NA,NA,"resident","Suitable","sp270"
2.1,NA,NA,"resident","Suitable","sp270"
3.5,NA,NA,"resident","Suitable","sp270"
4.7,NA,NA,"resident","Suitable","sp270"
NA,NA,NA,"resident","Suitable","sp270"
1.6,NA,NA,"resident","Suitable","sp271"
NA,NA,NA,"resident","Suitable","sp271"
1.6,NA,NA,"resident","Suitable","sp272"
2.1,NA,NA,"resident","Suitable","sp272"
NA,NA,NA,"resident","Suitable","sp272"
1.6,NA,NA,"resident","Suitable","sp273"
1.6,NA,NA,"resident","Suitable","sp274"
1.6,NA,NA,"resident","Suitable","sp275"
4.7,NA,NA,"resident","Suitable","sp275"
NA,NA,NA,"resident","Suitable","sp275"
1.6,NA,NA,"resident","Suitable","sp276"
1.6,NA,NA,"resident","Suitable","sp277"
NA,NA,NA,"resident","Suitable","sp277"
3.5,NA,NA,"resident","Suitable","sp278"
NA,NA,NA,"resident","Suitable","sp278"
1.6,NA,NA,"resident","Suitable","sp279"
NA,NA,NA,"resident","Suitable","sp279"
1.6,NA,NA,"resident","Suitable","sp280"
3.5,NA,NA,"resident","Suitable","sp280"
NA,NA,NA,"resident","Suitable","sp280"
NA,NA,NA,"resident","Suitable","sp280"
1.6,NA,NA,"resident","Suitable","sp281"
1.6,NA,NA,"resident","Suitable","sp282"
1.6,NA,NA,"resident","Suitable","sp283"
1.6,NA,NA,"resident","Suitable","sp284"
1.6,NA,NA,"resident","Suitable","sp285"
1.6,NA,NA,"resident","Suitable","sp286"
2.1,NA,NA,"resident","Suitable","sp286"
NA,NA,NA,"resident","Suitable","sp287"
NA,NA,NA,"resident","Suitable","sp287"
2.1,NA,NA,"resident","Suitable","sp288"
2.1,NA,NA,"resident","Suitable","sp289"
3.5,NA,NA,"resident","Suitable","sp289"
NA,NA,NA,"resident","Suitable","sp289"
1.6,NA,NA,"resident","Suitable","sp290"
3.5,NA,NA,"resident","Suitable","sp290"
NA,NA,NA,"resident","Suitable","sp290"
NA,NA,NA,"resident","Suitable","sp290"
1.6,NA,NA,"resident","Suitable","sp291"
2.1,NA,NA,"resident","Suitable","sp291"
1.6,NA,NA,"resident","Suitable","sp292"
2.1,NA,NA,"resident","Suitable","sp292"
NA,NA,NA,"resident","Suitable","sp292"
NA,NA,NA,"resident","Suitable","sp292"
1.6,NA,NA,"resident","Suitable","sp293"
2.1,NA,NA,"resident","Suitable","sp293"
1.6,NA,NA,"resident","Suitable","sp294"
NA,NA,NA,"resident","Suitable","sp294"
NA,NA,NA,"resident","Suitable","sp294"
1.6,NA,NA,"resident","Suitable","sp295"
2.1,NA,NA,"resident","Suitable","sp295"
NA,NA,NA,"resident","Suitable","sp295"
NA,NA,NA,"resident","Suitable","sp295"
1.5,NA,NA,"resident","Suitable","sp296"
1.6,NA,NA,"resident","Suitable","sp296"
2.1,NA,NA,"resident","Suitable","sp296"
4.7,NA,NA,"resident","Suitable","sp296"
NA,NA,NA,"resident","Suitable","sp296"
NA,NA,NA,"resident","Suitable","sp296"
1.6,NA,NA,"resident","Suitable","sp297"
2.1,NA,NA,"resident","Suitable","sp297"
NA,NA,NA,"resident","Suitable","sp297"
1.6,NA,NA,"resident","Suitable","sp298"
2.1,NA,NA,"resident","Suitable","sp298"
1.7,NA,NA,"resident","Suitable","sp299"
3.5,NA,NA,"resident","Suitable","sp299"
NA,NA,NA,"resident","Suitable","sp299"
1.7,NA,NA,"resident","Suitable","sp300"
3.5,NA,NA,"resident","Suitable","sp300"
NA,NA,NA,"resident","Suitable","sp300"
NA,NA,NA,"resident","Suitable","sp301"
NA,NA,NA,"resident","Suitable","sp301"
2.1,NA,NA,"resident","Suitable","sp302"
3.5,NA,NA,"resident","Suitable","sp302"
4.7,NA,NA,"resident","Suitable","sp302"
NA,NA,NA,"resident","Suitable","sp302"
4.7,NA,NA,"resident","Suitable","sp303"
NA,NA,NA,"resident","Suitable","sp303"
2.1,NA,NA,"resident","Suitable","sp304"
3.5,NA,NA,"resident","Suitable","sp304"
4.7,NA,NA,"resident","Suitable","sp304"
NA,NA,NA,"resident","Suitable","sp304"
2.1,NA,NA,"resident","Suitable","sp305"
4.7,NA,NA,"resident","Suitable","sp305"
NA,NA,NA,"resident","Suitable","sp305"
2.1,NA,NA,"resident","Suitable","sp306"
4.7,NA,NA,"resident","Suitable","sp306"
NA,NA,NA,"resident","Suitable","sp306"
2.1,NA,NA,"resident","Suitable","sp307"
4.7,NA,NA,"resident","Suitable","sp307"
NA,NA,NA,"resident","Suitable","sp307"
NA,NA,NA,"resident","Suitable","sp307"
NA,NA,NA,"resident","Suitable","sp307"
1.5,NA,NA,"resident","Suitable","sp308"
1.6,NA,NA,"resident","Suitable","sp308"
2.1,NA,NA,"resident","Suitable","sp308"
3.5,NA,NA,"resident","Suitable","sp308"
4.7,NA,NA,"resident","Suitable","sp308"
NA,NA,NA,"resident","Suitable","sp308"
NA,NA,NA,"resident","Suitable","sp308"
NA,NA,NA,"resident","Suitable","sp308"
NA,NA,NA,"resident","Suitable","sp308"
2.1,NA,NA,"resident","Suitable","sp309"
4.7,NA,NA,"resident","Suitable","sp309"
NA,NA,NA,"resident","Suitable","sp309"
NA,NA,NA,"resident","Suitable","sp309"
NA,NA,NA,"resident","Suitable","sp309"
4.7,NA,NA,"resident","Suitable","sp310"
NA,NA,NA,"resident","Suitable","sp310"
2.1,NA,NA,"resident","Suitable","sp311"
4.7,NA,NA,"resident","Suitable","sp311"
NA,NA,NA,"resident","Suitable","sp311"
NA,NA,NA,"resident","Suitable","sp311"
NA,NA,NA,"resident","Suitable","sp311"
4.7,NA,NA,"resident","Suitable","sp312"
NA,NA,NA,"resident","Suitable","sp312"
4.7,NA,NA,"resident","Suitable","sp313"
NA,NA,NA,"resident","Suitable","sp313"
NA,NA,NA,"resident","Suitable","sp313"
2.1,NA,NA,"resident","Suitable","sp314"
4.7,NA,NA,"resident","Suitable","sp314"
2.1,NA,NA,"resident","Suitable","sp315"
3.5,NA,NA,"resident","Suitable","sp315"
4.7,NA,NA,"resident","Suitable","sp315"
NA,NA,NA,"resident","Suitable","sp315"
NA,NA,NA,"resident","Suitable","sp315"
1.6,NA,NA,"resident","Suitable","sp316"
3.5,NA,NA,"resident","Suitable","sp316"
1.6,NA,NA,"resident","Suitable","sp317"
4.7,NA,NA,"resident","Suitable","sp317"
4.7,NA,NA,"resident","Suitable","sp318"
NA,NA,NA,"resident","Suitable","sp318"
4.7,NA,NA,"resident","Suitable","sp319"
NA,NA,NA,"resident","Suitable","sp319"
4.7,NA,NA,"resident","Suitable","sp320"
NA,NA,NA,"resident","Suitable","sp320"
2.1,NA,NA,"resident","Suitable","sp321"
3.5,NA,NA,"resident","Suitable","sp321"
4.7,NA,NA,"resident","Suitable","sp321"
NA,NA,NA,"resident","Suitable","sp321"
NA,NA,NA,"resident","Suitable","sp321"
NA,NA,NA,"resident","Suitable","sp321"
NA,NA,NA,"resident","Suitable","sp321"
1.6,NA,NA,"resident","Suitable","sp322"
2.1,NA,NA,"resident","Suitable","sp322"
3.5,NA,NA,"resident","Suitable","sp322"
4.7,NA,NA,"resident","Suitable","sp322"
NA,NA,NA,"resident","Suitable","sp322"
NA,NA,NA,"resident","Suitable","sp322"
NA,NA,NA,"resident","Suitable","sp322"
NA,NA,NA,"resident","Suitable","sp322"
NA,NA,NA,"resident","Suitable","sp323"
NA,NA,NA,"resident","Suitable","sp323"
4.7,NA,NA,"resident","Suitable","sp324"
NA,NA,NA,"resident","Suitable","sp324"
NA,NA,NA,"resident","Suitable","sp324"
NA,NA,NA,"resident","Suitable","sp324"
2.1,NA,NA,"resident","Suitable","sp325"
3.5,NA,NA,"resident","Suitable","sp325"
4.7,NA,NA,"resident","Suitable","sp325"
NA,NA,NA,"resident","Suitable","sp325"
4.7,NA,NA,"resident","Suitable","sp326"
NA,NA,NA,"resident","Suitable","sp326"
4.7,NA,NA,"resident","Suitable","sp327"
NA,NA,NA,"resident","Suitable","sp327"
2.1,NA,NA,"resident","Suitable","sp328"
3.5,NA,NA,"resident","Suitable","sp328"
4.7,NA,NA,"resident","Suitable","sp328"
NA,NA,NA,"resident","Suitable","sp328"
NA,NA,NA,"resident","Suitable","sp328"
NA,NA,NA,"resident","Suitable","sp328"
1.5,NA,NA,"resident","Suitable","sp329"
1.6,NA,NA,"resident","Suitable","sp329"
2.1,NA,NA,"resident","Suitable","sp329"
4.7,NA,NA,"resident","Suitable","sp329"
NA,NA,NA,"resident","Suitable","sp329"
NA,NA,NA,"resident","Suitable","sp329"
NA,NA,NA,"resident","Suitable","sp329"
NA,NA,NA,"resident","Suitable","sp329"
1.6,NA,NA,"resident","Suitable","sp330"
4.7,NA,NA,"resident","Suitable","sp330"
NA,NA,NA,"resident","Suitable","sp330"
NA,NA,NA,"resident","Suitable","sp330"
2.1,NA,NA,"resident","Suitable","sp331"
4.7,NA,NA,"resident","Suitable","sp331"
1.6,NA,NA,"resident","Suitable","sp332"
NA,NA,NA,"resident","Suitable","sp332"
NA,NA,NA,"resident","Suitable","sp332"
4.7,NA,NA,"resident","Suitable","sp333"
NA,NA,NA,"resident","Suitable","sp333"
NA,NA,NA,"resident","Suitable","sp333"
1.6,NA,NA,"resident","Suitable","sp334"
2.1,NA,NA,"resident","Suitable","sp334"
3.5,NA,NA,"resident","Suitable","sp334"
4.7,NA,NA,"resident","Suitable","sp334"
NA,NA,NA,"resident","Suitable","sp334"
NA,NA,NA,"resident","Suitable","sp334"
NA,NA,NA,"resident","Suitable","sp334"
3.5,NA,NA,"resident","Suitable","sp335"
NA,NA,NA,"resident","Suitable","sp335"
NA,NA,NA,"resident","Suitable","sp335"
2.1,NA,NA,"resident","Suitable","sp336"
4.7,NA,NA,"resident","Suitable","sp336"
NA,NA,NA,"resident","Suitable","sp336"
4.7,NA,NA,"resident","Suitable","sp337"
NA,NA,NA,"resident","Suitable","sp337"
3.5,NA,NA,"resident","Suitable","sp338"
1.6,NA,NA,"resident","Suitable","sp339"
1.6,NA,NA,"resident","Suitable","sp340"
3.5,NA,NA,"resident","Suitable","sp341"
NA,NA,NA,"resident","Suitable","sp341"
1.6,NA,NA,"resident","Suitable","sp342"
NA,NA,NA,"resident","Suitable","sp342"
3.5,NA,NA,"resident","Suitable","sp343"
NA,NA,NA,"resident","Suitable","sp343"
1.6,NA,NA,"resident","Suitable","sp344"
3.5,NA,NA,"resident","Suitable","sp344"
NA,NA,NA,"resident","Suitable","sp344"
1.6,NA,NA,"resident","Suitable","sp345"
3.5,NA,NA,"resident","Suitable","sp345"
1.6,NA,NA,"resident","Suitable","sp346"
1.6,NA,NA,"resident","Suitable","sp347"
2.1,NA,NA,"resident","Suitable","sp348"
1.6,NA,NA,"resident","Suitable","sp349"
NA,NA,NA,"resident","Suitable","sp349"
1.6,NA,NA,"resident","Suitable","sp350"
1.6,NA,NA,"resident","Suitable","sp351"
2.1,NA,NA,"resident","Suitable","sp351"
NA,NA,NA,"resident","Suitable","sp351"
NA,NA,NA,"resident","Suitable","sp351"
1.6,NA,NA,"resident","Suitable","sp352"
3.5,NA,NA,"resident","Suitable","sp352"
NA,NA,NA,"resident","Suitable","sp352"
NA,NA,NA,"resident","Suitable","sp352"
1.6,NA,NA,"resident","Suitable","sp353"
1.6,NA,NA,"resident","Suitable","sp354"
NA,NA,NA,"resident","Suitable","sp354"
NA,NA,NA,"resident","Suitable","sp354"
1.6,NA,NA,"resident","Suitable","sp355"
2.1,NA,NA,"resident","Suitable","sp356"
NA,NA,NA,"resident","Suitable","sp357"
NA,NA,NA,"resident","Suitable","sp357"
1.6,NA,NA,"resident","Suitable","sp358"
2.1,NA,NA,"resident","Suitable","sp359"
1.6,NA,NA,"resident","Suitable","sp360"
NA,NA,NA,"resident","Suitable","sp360"
1.6,NA,NA,"resident","Suitable","sp361"
1.6,NA,NA,"resident","Suitable","sp362"
NA,NA,NA,"resident","Suitable","sp362"
1.6,NA,NA,"resident","Suitable","sp363"
1.6,NA,NA,"resident","Suitable","sp364"
1.6,NA,NA,"resident","Suitable","sp365"
1.6,NA,NA,"resident","Suitable","sp366"
1.6,NA,NA,"resident","Suitable","sp367"
1.6,NA,NA,"resident","Suitable","sp368"
NA,NA,NA,"resident","Suitable","sp368"
NA,NA,NA,"resident","Suitable","sp368"
1.5,NA,NA,"resident","Suitable","sp369"
1.6,NA,NA,"resident","Suitable","sp369"
2.1,NA,NA,"resident","Suitable","sp369"
1.6,NA,NA,"resident","Suitable","sp370"
3.5,NA,NA,"resident","Suitable","sp371"
1.6,NA,NA,"resident","Suitable","sp372"
NA,NA,NA,"resident","Suitable","sp372"
2.1,NA,NA,"resident","Suitable","sp373"
1.5,NA,NA,"resident","Suitable","sp374"
2.1,NA,NA,"resident","Suitable","sp374"
3.5,NA,NA,"resident","Suitable","sp374"
1.5,NA,NA,"resident","Suitable","sp375"
2.1,NA,NA,"resident","Suitable","sp375"
NA,NA,NA,"resident","Suitable","sp375"
NA,NA,NA,"resident","Suitable","sp376"
NA,NA,NA,"resident","Suitable","sp376"
1.6,NA,NA,"resident","Suitable","sp377"
2.1,NA,NA,"resident","Suitable","sp377"
1.6,NA,NA,"resident","Suitable","sp378"
NA,NA,NA,"resident","Suitable","sp378"
NA,NA,NA,"resident","Suitable","sp378"
NA,NA,NA,"resident","Suitable","sp378"
1.6,NA,NA,"resident","Suitable","sp379"
1.6,NA,NA,"resident","Suitable","sp380"
2.1,NA,NA,"resident","Suitable","sp381"
1.6,NA,NA,"resident","Suitable","sp382"
1.6,NA,NA,"resident","Suitable","sp383"
NA,NA,NA,"resident","Suitable","sp383"
1.6,NA,NA,"resident","Suitable","sp384"
NA,NA,NA,"resident","Suitable","sp384"
1.5,NA,NA,"resident","Suitable","sp385"
1.6,NA,NA,"resident","Suitable","sp385"
2.1,NA,NA,"resident","Suitable","sp385"
1.6,NA,NA,"resident","Suitable","sp386"
2.1,NA,NA,"resident","Suitable","sp386"
1.6,NA,NA,"resident","Suitable","sp387"
1.5,NA,NA,"resident","Suitable","sp388"
1.6,NA,NA,"resident","Suitable","sp388"
2.1,NA,NA,"resident","Suitable","sp388"
1.6,NA,NA,"resident","Suitable","sp389"
1.5,NA,NA,"resident","Suitable","sp390"
2.1,NA,NA,"resident","Suitable","sp390"
3.5,NA,NA,"resident","Suitable","sp390"
4.7,NA,NA,"resident","Suitable","sp390"
2.1,NA,NA,"resident","Suitable","sp391"
4.7,NA,NA,"resident","Suitable","sp391"
1.5,NA,NA,"resident","Suitable","sp392"
1.6,NA,NA,"resident","Suitable","sp392"
2.1,NA,NA,"resident","Suitable","sp392"
3.5,NA,NA,"resident","Suitable","sp392"
1.6,NA,NA,"resident","Suitable","sp393"
2.1,NA,NA,"resident","Suitable","sp393"
NA,NA,NA,"resident","Suitable","sp393"
1.5,NA,NA,"resident","Suitable","sp394"
1.6,NA,NA,"resident","Suitable","sp394"
NA,NA,NA,"resident","Suitable","sp394"
1.6,NA,NA,"resident","Suitable","sp395"
1.6,NA,NA,"resident","Suitable","sp396"
1.6,NA,NA,"resident","Suitable","sp397"
1.6,NA,NA,"resident","Suitable","sp398"
NA,NA,NA,"resident","Suitable","sp398"
1.6,NA,NA,"resident","Suitable","sp399"
1.6,NA,NA,"resident","Suitable","sp400"
1.6,NA,NA,"resident","Suitable","sp401"
1.6,NA,NA,"resident","Suitable","sp402"
4.7,NA,NA,"resident","Suitable","sp403"
NA,NA,NA,"resident","Suitable","sp403"
1.6,NA,NA,"resident","Suitable","sp404"
4.7,NA,NA,"resident","Suitable","sp404"
NA,NA,NA,"resident","Suitable","sp404"
NA,NA,NA,"resident","Suitable","sp404"
1.6,NA,NA,"resident","Suitable","sp405"
NA,NA,NA,"resident","Suitable","sp405"
NA,NA,NA,"resident","Suitable","sp405"
NA,NA,NA,"resident","Suitable","sp405"
1.5,NA,NA,"resident","Suitable","sp406"
2.1,NA,NA,"resident","Suitable","sp406"
NA,NA,NA,"resident","Suitable","sp406"
1.5,NA,NA,"resident","Suitable","sp407"
1.6,NA,NA,"resident","Suitable","sp407"
2.1,NA,NA,"resident","Suitable","sp407"
3.5,NA,NA,"resident","Suitable","sp407"
1.6,NA,NA,"resident","Suitable","sp408"
1.6,NA,NA,"resident","Suitable","sp409"
NA,NA,NA,"resident","Suitable","sp409"
1.6,NA,NA,"resident","Suitable","sp410"
2.1,NA,NA,"resident","Suitable","sp410"
3.5,NA,NA,"resident","Suitable","sp410"
NA,NA,NA,"resident","Suitable","sp410"
NA,NA,NA,"resident","Suitable","sp410"
NA,NA,NA,"resident","Suitable","sp410"
NA,NA,NA,"resident","Suitable","sp410"
1.6,NA,NA,"resident","Suitable","sp411"
1.5,NA,NA,"resident","Suitable","sp412"
1.6,NA,NA,"resident","Suitable","sp412"
2.1,NA,NA,"resident","Suitable","sp412"
4.7,NA,NA,"resident","Suitable","sp412"
1.6,NA,NA,"resident","Suitable","sp413"
3.5,NA,NA,"resident","Suitable","sp413"
NA,NA,NA,"resident","Suitable","sp413"
4.7,NA,NA,"resident","Suitable","sp414"
1.5,NA,NA,"resident","Suitable","sp415"
1.6,NA,NA,"resident","Suitable","sp415"
2.1,NA,NA,"resident","Suitable","sp415"
3.5,NA,NA,"resident","Suitable","sp415"
4.7,NA,NA,"resident","Suitable","sp415"
NA,NA,NA,"resident","Suitable","sp415"
NA,NA,NA,"resident","Suitable","sp415"
NA,NA,NA,"resident","Suitable","sp415"
1.6,NA,NA,"resident","Suitable","sp416"
1.6,NA,NA,"resident","Suitable","sp417"
1.6,NA,NA,"resident","Suitable","sp418"
NA,NA,NA,"resident","Suitable","sp418"
NA,NA,NA,"resident","Suitable","sp418"
1.6,NA,NA,"resident","Suitable","sp419"
NA,NA,NA,"resident","Suitable","sp419"
1.6,NA,NA,"resident","Suitable","sp420"
1.6,NA,NA,"resident","Suitable","sp421"
NA,NA,NA,"resident","Suitable","sp421"
3.5,NA,NA,"resident","Suitable","sp422"
4.7,NA,NA,"resident","Suitable","sp422"
1.6,NA,NA,"resident","Suitable","sp423"
2.1,NA,NA,"resident","Suitable","sp423"
NA,NA,NA,"resident","Suitable","sp423"
NA,NA,NA,"resident","Suitable","sp423"
1.6,NA,NA,"resident","Suitable","sp424"
1.5,NA,NA,"resident","Suitable","sp425"
1.6,NA,NA,"resident","Suitable","sp425"
3.5,NA,NA,"resident","Suitable","sp425"
NA,NA,NA,"resident","Suitable","sp425"
NA,NA,NA,"resident","Suitable","sp425"
1.6,NA,NA,"resident","Suitable","sp426"
2.1,NA,NA,"resident","Suitable","sp426"
3.5,NA,NA,"resident","Suitable","sp426"
NA,NA,NA,"resident","Suitable","sp426"
1.6,NA,NA,"resident","Suitable","sp427"
2.1,NA,NA,"resident","Suitable","sp427"
3.5,NA,NA,"resident","Suitable","sp427"
NA,NA,NA,"resident","Suitable","sp427"
1.6,NA,NA,"resident","Suitable","sp428"
NA,NA,NA,"resident","Suitable","sp428"
1.5,NA,NA,"resident","Suitable","sp429"
1.6,NA,NA,"resident","Suitable","sp429"
NA,NA,NA,"resident","Suitable","sp429"
NA,NA,NA,"resident","Suitable","sp429"
1.5,NA,NA,"resident","Suitable","sp430"
1.6,NA,NA,"resident","Suitable","sp430"
3.5,NA,NA,"resident","Suitable","sp430"
NA,NA,NA,"resident","Suitable","sp430"
NA,NA,NA,"resident","Suitable","sp430"
NA,NA,NA,"resident","Suitable","sp430"
4.7,NA,NA,"resident","Suitable","sp431"
1.6,NA,NA,"resident","Suitable","sp432"
2.1,NA,NA,"resident","Suitable","sp432"
NA,NA,NA,"resident","Suitable","sp432"
NA,NA,NA,"resident","Suitable","sp432"
1.6,NA,NA,"resident","Suitable","sp433"
2.1,NA,NA,"resident","Suitable","sp433"
NA,NA,NA,"resident","Suitable","sp433"
1.6,NA,NA,"resident","Suitable","sp434"
3.5,NA,NA,"resident","Suitable","sp434"
4.7,NA,NA,"resident","Suitable","sp434"
1.6,NA,NA,"resident","Suitable","sp435"
3.5,NA,NA,"resident","Suitable","sp436"
1.6,NA,NA,"resident","Suitable","sp437"
NA,NA,NA,"resident","Suitable","sp437"
2.1,NA,NA,"resident","Suitable","sp438"
NA,NA,NA,"resident","Suitable","sp438"
NA,NA,NA,"resident","Suitable","sp438"
1.6,NA,NA,"resident","Suitable","sp439"
NA,NA,NA,"resident","Suitable","sp439"
1.6,NA,NA,"resident","Suitable","sp440"
NA,NA,NA,"resident","Suitable","sp440"
1.6,NA,NA,"resident","Suitable","sp441"
3.5,NA,NA,"resident","Suitable","sp441"
NA,NA,NA,"resident","Suitable","sp441"
NA,NA,NA,"resident","Suitable","sp441"
NA,NA,NA,"resident","Suitable","sp441"
1.6,NA,NA,"resident","Suitable","sp442"
NA,NA,NA,"resident","Suitable","sp442"
1.6,NA,NA,"resident","Suitable","sp443"
3.5,NA,NA,"resident","Suitable","sp443"
NA,NA,NA,"resident","Suitable","sp443"
1.6,NA,NA,"resident","Suitable","sp444"
3.5,NA,NA,"resident","Suitable","sp444"
NA,NA,NA,"resident","Suitable","sp444"
NA,NA,NA,"resident","Suitable","sp444"
NA,NA,NA,"resident","Suitable","sp445"
NA,NA,NA,"resident","Suitable","sp445"
NA,NA,NA,"resident","Suitable","sp445"
1.6,NA,NA,"resident","Suitable","sp446"
NA,NA,NA,"resident","Suitable","sp446"
1.6,NA,NA,"resident","Suitable","sp447"
NA,NA,NA,"resident","Suitable","sp447"
1.6,NA,NA,"resident","Suitable","sp448"
4.7,NA,NA,"resident","Suitable","sp448"
NA,NA,NA,"resident","Suitable","sp448"
1.6,NA,NA,"resident","Suitable","sp449"
1.6,NA,NA,"resident","Suitable","sp450"
NA,NA,NA,"resident","Suitable","sp451"
NA,NA,NA,"resident","Suitable","sp451"
1.6,NA,NA,"resident","Suitable","sp452"
NA,NA,NA,"resident","Suitable","sp452"
NA,NA,NA,"resident","Suitable","sp452"
1.6,NA,NA,"resident","Suitable","sp453"
3.5,NA,NA,"resident","Suitable","sp453"
NA,NA,NA,"resident","Suitable","sp453"
1.5,NA,NA,"resident","Suitable","sp454"
1.6,NA,NA,"resident","Suitable","sp454"
2.1,NA,NA,"resident","Suitable","sp454"
3.5,NA,NA,"resident","Suitable","sp454"
4.7,NA,NA,"resident","Suitable","sp454"
NA,NA,NA,"resident","Suitable","sp454"
NA,NA,NA,"resident","Suitable","sp454"
NA,NA,NA,"resident","Suitable","sp454"
1.6,NA,NA,"resident","Suitable","sp455"
NA,NA,NA,"resident","Suitable","sp455"
1.6,NA,NA,"resident","Suitable","sp456"
1.6,NA,NA,"resident","Suitable","sp457"
1.6,NA,NA,"resident","Suitable","sp458"
1.6,NA,NA,"resident","Suitable","sp459"
NA,NA,NA,"resident","Suitable","sp459"
NA,NA,NA,"resident","Suitable","sp459"
1.6,NA,NA,"resident","Suitable","sp460"
NA,NA,NA,"resident","Suitable","sp460"
1.6,NA,NA,"resident","Suitable","sp461"
2.1,NA,NA,"resident","Suitable","sp462"
2.1,NA,NA,"resident","Suitable","sp463"
3.5,NA,NA,"resident","Suitable","sp464"
2.1,NA,NA,"resident","Suitable","sp465"
4.7,NA,NA,"resident","Suitable","sp465"
1.6,NA,NA,"resident","Suitable","sp466"
2.1,NA,NA,"resident","Suitable","sp466"
3.5,NA,NA,"resident","Suitable","sp466"
NA,NA,NA,"resident","Suitable","sp466"
2.1,NA,NA,"resident","Suitable","sp467"
2.1,NA,NA,"resident","Suitable","sp468"
2.1,NA,NA,"resident","Suitable","sp469"
4.7,NA,NA,"resident","Suitable","sp469"
2.1,NA,NA,"resident","Suitable","sp470"
