"Redlist_id","TaxonomicNotes.value","classname","family","genus","infraType","infra_authority","infra_name","internal_taxon_id","kingdom","ordername","phylum","species","taxonomicAuthority"
177023725,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Müll. Arg. in Candolle, A.P. de 1866. Prodromus Systematis Naturalis Regni Vegetabilis,15(2): 1193.|Müller Argoviensis, J. 1863. Linnaea,32: 103.|Jablonski, E. 1969. Phytologia,18(4): 213-240. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Arbustos a árvores 1-12 m alt. Catafilos inferiores ovoides, coriáceos, sem nervuras evidentes, glabros, caducos; catafilos superiores lineares a espatulados, membranáceos, sem nervuras evidentes, glabros, persistentes a tardiamente caducos. Folhas alternas, uniformemente distribuídas ao longo dos ramos; gemas conspícuas na axila das folhas, 3-8 mm compr., enegrecidas; estípulas precocemente caducas; pecíolo 2-23 × 1-2 mm; lâmina 1,3-16,1 × 1,6-6,5 cm, elíptica a oblongo-elíptica, base cuneada, ápice agudo a acuminado, coriácea a cartácea, às vezes membranáceas. Inflorescência não ramificada, racemo-cimosa, não subtendida por brácteas; bráctea das címulas lanceolada a linear, às vezes oval, biglandular ou glândulas ausentes glândulas globosas a estipitadas. Flores estaminadas centrais e laterais aclamídeas; pedicelo 1-4,6 mm compr.; estames 2-10. Flores pistiladas aclamídeas; pedicelo 2-20 mm compr.; ovário glabro, carpelos sem apêndices, estiletes 5,8-9,8 mm compr., coluna 1,8-4,4 mm. Cápsula 6-12 × 5-12,8 mm, geralmente longo-pedicelada, sem apêndices, pedicelo 1,1-7,5 cm compr.; columela 5-11 mm compr., 3-alada, resto dos septos aderidos ausentes. Sementes 4,4-8 × 4-7,3 mm, elipsóides a oblongas, sem mácula.","Magnoliopsida","Euphorbiaceae","Actinostemon",NA,NA,NA,"sp42","Plantae","Malpighiales","Tracheophyta","concolor","(Spreng.) Müll.Arg."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Müller Argoviensis, J. 1863. Linnaea,32: 107. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Arbustos ou árvores, 3-5 m alt. Catafilos caducos. Folhas alternas, uniformemente distribuídas ao longo dos ramos; gemas na axila das folhas conspícuas; estípulas brevemente caducas; pecíolo 4-12 mm compr., glabro; lâmina 5-14,1 × elíptica a oblongo-elíptica, base cuneada, ápice agudo a acuminado, coriácea a cartácea, glabra; glândulas 2 pares na matriz do limbo próximo ao pecíolo. Inflorescência racemo-cimosa, axilar; bráctea das címulas pistiladas ausentes. Flores estaminadas centrais e laterais aclamídeas, pedicelo 2-3 mm de compr., glabro; estames 9-12 nas centrais, 6-9 nas laterais. aclamídea; pedicelo 2,5-4 cm compr., glabro; ovário equinado, glabro; Cápsula imatura, equinada, glabra.","Magnoliopsida","Euphorbiaceae","Actinostemon",NA,NA,NA,"sp43","Plantae","Malpighiales","Tracheophyta","echinatus","Müll.Arg."
146075029,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Engler, H.G.A. 1912. Pflanzenr. (Engler) IV, 147, V: 69. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Arbustos eretos, raramente escandentes, arvoretas ou árvores 1-9 m alt. Catafilos inferiores largamente triangulares a espatulados, c , com nervuras evidentes, glabros a vilosos no ápice, raramente velutinos a velutino-vilosos, persistentes a caducos; catafilos superiores lineares a espatulados, membranáceos, com nervuras evidentes, glabros a vilosos nas margens e ápice, persistentes. Folhas com anisofilia, uniformemente distribuídas ao longo dos ramos, às vezes 3-5 congestas no ápice; gemas na axila das folhas conspícuas; estípulas lanceoladas, seríceo, velutino ou glabrescente; lâmina elíptica a estreitamente elíptica, base cuneada a obtusa, ápice agudo a acuminado, às vezes apiculado, cartácea a membranácea, glabra, às vezes levemente serícea a velutina; glândulas inconspícuas a ausentes. Inflorescência racemo-cimosa, bissexual ou estaminada, subentendida por brácteas; pedicelo até 3,6 mm compr., levemente viloso a glabro; estames 3- . Flores pistiladas monoclamídeas; pedicelo até 3,2 mm compr., viloso, pubescente a glabrescente; carpelos com dois apêndices alongados e pontiagudos, às vezes tuberculados, raramente lisos; estiletes até 7 mm compr., coluna de até 4 mm compr., glabro a glabrescente, raramente seríceos. Cápsula velutina, serícea a glabrescente. Sementes ovoides a oblongas, com ou sem mácula.","Magnoliopsida","Euphorbiaceae","Actinostemon",NA,NA,NA,"sp44","Plantae","Malpighiales","Tracheophyta","klotzschii","(Didr.) Pax"
177818032,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Oliveira, L.S.D. 2015. Systematic Botany,40(2): 522. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Euphorbiaceae","Actinostemon",NA,NA,NA,"sp45","Plantae","Malpighiales","Tracheophyta","roseliae","L.Oliveira, A.L.Melo & M.F.Sales"
149213288,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Adansonia,5: 334,1865.|Fl. bras.,vol.11, part. 2, tab. 83. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Arbustos ou árvores 1-7 m alt. Catafilos inferiores largamente triangulares a espatulados, coriáceos, endurecidos, com nervuras evidentes, glabros, margem às vezes levemente vilosa, caducos ou persistentes; catafilos superiores lineares a espatulados, membranáceos, nervuras evidentes, glabros a vilosos na margem, persistentes. Folhas 2-5 pseudoverticiladas, agrupadas no ápice dos ramos; gemas na axila das folhas conspícuas a ausentes; estípulas brevemente caducas; pecíolo 1-11 mm compr., seríceo a pubescente, às vezes glabro; cartácea, glabra, às vezes serícea na nervura principal de ambas as faces; glândulas 0-2 pares na matriz do limbo próximo ao pecíolo. Inflorescência racemo-cimosa, bissexual ou estaminada, subentendida por brácteas; bráctea das címulas lanceolada, biglandular, vilosa a pubescente; glândulas conspícuas, discoides, rugosas, vilosas a pubescentes. Flores estaminadas centrais monoclamídeas, laterais aclamídeas; pedicelo até 3,8 mm compr., glabrescente; sépalas até 1 mm compr., obovais a triangulares, sem glândulas, vilosas a pubescentes; estames 6-14. Flores pistiladas monoclamídeas; pedicelo até 2,8 mm compr., viloso a velutino glândulas sésseis, vilosas; ovário velutino a glabrescente, carpelos com dois apêndices tuberculados ou delgados, pontiagudos ou lisos; estiletes Cápsula puberulenta a glabrescente; columela 3-alada. Sementes ovoides, sem mácula.","Magnoliopsida","Euphorbiaceae","Actinostemon",NA,NA,NA,"sp46","Plantae","Malpighiales","Tracheophyta","verticillatus","(Klotzsch) Baill."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Bull. Herb. Boissier II, 5: 604,1905. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Árvores ou arbustos, 4-6 m de altura, dioicos; troncos e ramos brancos a cinza pálido, ramos às vezes espinescentes. Pecíolos de 2-5 mm de comprimento; lâminas ovadas-espátuladas, 2-7 x 1,5-3,5 cm, ápice obtuso a agudo, base estreitamente cuneada, margem inteira, verde escuro, pubescente ao longo das nervuras, nervuras secundários de 4 a 8 pares. Flores estaminadas 15-40 em cada fascículo; pedicelos 2-3 mm de comprimento; sépalas 5, oblongas, agudas, ca. 2 mm de comprimento, ligeiramente pubescente; estames 13-15, livres, filamentos de 1-1,5 mm de comprimento, pistilodio trifido. Flores pistiladas, verdes, 2-3 em cada fascículo; pedicelo ca. 3-10 mm quando em flor e 35 mm quando em fruto, não articulado; sépalas 5, lanceolado, aguda, 3-4 mm de comprimento, pubescente; ovário tricoca com 3 carpelos, 1,2- 2 mm de largura; estiletes 3, ca. 1,5 mm de comprimento, livres, ramificado várias vezes no ápice. Fruto capsular, subgloboso, ca. 0,8 cm de diâmetro, pubescente. Sementes esféricas com ca. 3 mm de diâmetro.","Magnoliopsida","Euphorbiaceae","Adelia",NA,NA,NA,"sp47","Plantae","Malpighiales","Tracheophyta","membranifolia","(Müll.Arg.) Chodat & Hassl."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Candolle, A.P. de 1845. Prodr.,9: 199–200. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Bignoniaceae","Adenocalymma",NA,NA,NA,"sp48","Plantae","Lamiales","Tracheophyta","subsessilifolium","DC."
180067727,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Martius, C.F.P. von & auct. suc. (eds.) 1874. Fl. bras.,11(2): 386.|Secco, R.S. 2003. Acta Amazonica,33(2): 224. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Euphorbiaceae","Adenophaedra",NA,NA,NA,"sp49","Plantae","Malpighiales","Tracheophyta","megalophylla","(Müll.Arg.) Müll.Arg."
180262789,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Moldenke, H.N. 1937. Phytologia,1: 187. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Lamiaceae","Aegiphila",NA,NA,NA,"sp50","Plantae","Lamiales","Tracheophyta","australis","Moldenke"
158689601,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Fl. Flumin. Icon.,38: 1,1829. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Schauer por apresentar o indumento da face adaxial do limbo foliar denso, enquanto que a segunda o apresenta com tricomas isolados quando não glabros.","Magnoliopsida","Lamiaceae","Aegiphila",NA,NA,NA,"sp51","Plantae","Lamiales","Tracheophyta","brachiata","Vell."
149213347,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Vellozo 1825. Fl. Flumin. Icon.,: 38. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Lamiaceae","Aegiphila",NA,NA,NA,"sp52","Plantae","Lamiales","Tracheophyta","fluminensis","Vell."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Martius & Schauer 1847. Prodr.,11: 651. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Lamiaceae","Aegiphila",NA,NA,NA,"sp53","Plantae","Lamiales","Tracheophyta","graveolens","Mart. & Schauer"
151974556,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Moldenke, H.N. 1934. Brittonia,1: 337. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: (Jacq.) Moldenke por apresentar inflorescência terminal enquanto que a segunda a apresenta apenas axilar. Outra característica interessante é que a disposição das flores nas cimas em&nbsp; (Jacq.) Moldenke por apresentar margem &nbsp;foliar serreada na metade distal e por apresentar pecíolos mias longos.","Magnoliopsida","Lamiaceae","Aegiphila",NA,NA,NA,"sp54","Plantae","Lamiales","Tracheophyta","integrifolia","(Jacq.) Moldenke"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Gmelin 1789. Syst. Nat.,2: 259. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Jacq., quando apresentar bordo do cálice truncado ou subtruncado (mucronado, repandido sinuoso ou denteado), a face adaxial do limbo foliar com indumento ausente ou com tricomas isolados ou esparsos. Neste caso, apresenta o indumento dos râmulos bem desenvolvido, enquanto que tem este indumento reduzido à tricomas isolados.","Magnoliopsida","Lamiaceae","Aegiphila",NA,NA,NA,"sp55","Plantae","Lamiales","Tracheophyta","laevis","(Aubl.) Gmel."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Schauer, C. 1847. Prodr.,11: 651. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Lamiaceae","Aegiphila",NA,NA,NA,"sp56","Plantae","Lamiales","Tracheophyta","luschnathii","Schauer"
158691350,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Vellozo 1825. Fl. Flumin. Icon.,: 38. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Lamiaceae","Aegiphila",NA,NA,NA,"sp57","Plantae","Lamiales","Tracheophyta","mediterranea","Vell."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Moldenke, H.N. 1933. Phytologia,33: 134. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: (Jacq.) Moldenke por apresentar margem &nbsp;foliar serreada na metade distal e por apresentar pecíolos mias longos.","Magnoliopsida","Lamiaceae","Aegiphila",NA,NA,NA,"sp58","Plantae","Lamiales","Tracheophyta","novofriburgensis","Moldenke"
149208453,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Vellozo 1825. Fl. Flumin. Icon.,: 39. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Lamiaceae","Aegiphila",NA,NA,NA,"sp59","Plantae","Lamiales","Tracheophyta","obducta","Vell."
149208391,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Moldenke, H.N. 1937. Phytologia,1: 257. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Lamiaceae","Aegiphila",NA,NA,NA,"sp60","Plantae","Lamiales","Tracheophyta","pernambucensis","Moldenke"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Vellozo 1825. Fl. Flumin. Icon.,: 37. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Lamiaceae","Aegiphila",NA,NA,NA,"sp61","Plantae","Lamiales","Tracheophyta","racemosa","Vell."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Schauer, C. 1847. Prodr.,11: 649. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Lamiaceae","Aegiphila",NA,NA,NA,"sp62","Plantae","Lamiales","Tracheophyta","riedeliana","Schauer"
158690239,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Vellozo 1825. Fl. Flumin. Icon.,: 38. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Lamiaceae","Aegiphila",NA,NA,NA,"sp63","Plantae","Lamiales","Tracheophyta","verticillata","Vell."
158688997,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Walpers, W.G. 1845. Repert. Bot. Syst.,4: 123. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: vitelliniflora&nbsp; Walp. por ela apresentar um pecíolo de folhas maduras significativamente mais grosso de aquele observado na segunda. vitelliniflora&nbsp; vitelliniflora&nbsp;.","Magnoliopsida","Lamiaceae","Aegiphila",NA,NA,NA,"sp64","Plantae","Lamiales","Tracheophyta","vitelliniflora","Walp."
